budget_id,user_id,category,monthly_limit
413,458,Emi,13800.0
414,222,Insurance,26138.0
415,191,Emi,25829.0
416,483,Travel,45778.0
417,146,Utilities,8608.0
418,415,Food,31407.0
419,477,Rent,13961.0
420,443,Entertainment,26852.0
421,301,Food,12226.0
422,383,Shopping,6501.0
423,371,Food,33411.0
424,47,Rent,28200.0
425,263,Healthcare,33833.0
426,40,Healthcare,13006.0
427,336,Rent,27375.0
428,399,Insurance,32331.0
429,28,Travel,47397.0
430,480,Shopping,9770.0
431,364,Rent,24522.0
432,207,Emi,38450.0
433,373,Rent,23518.0
434,294,Rent,42768.0
435,407,Shopping,10553.0
436,93,Entertainment,24507.0
437,214,Education,34026.0
438,61,Shopping,7946.0
439,317,Healthcare,24990.0
440,192,Education,14319.0
441,355,Education,29664.0
442,260,Emi,33832.0
443,161,Insurance,41926.0
444,247,Rent,16519.0
445,254,Rent,46065.0
446,448,Healthcare,28925.0
447,365,Healthcare,49381.0
448,350,Shopping,39905.0
449,458,Healthcare,27006.0
450,26,Food,48455.0
451,195,Shopping,11974.0
452,364,Insurance,17055.0
453,201,Food,40583.0
454,204,Emi,45644.0
455,268,Entertainment,42045.0
456,496,Travel,41971.0
457,485,Shopping,21377.0
458,472,Insurance,49559.0
459,63,Emi,17454.0
460,444,Emi,40809.0
461,314,Emi,28710.0
462,102,Entertainment,42497.0
463,112,Insurance,41924.0
464,332,Healthcare,20894.0
465,303,Education,12811.0
466,490,Food,15733.0
467,348,Insurance,16547.0
468,450,Entertainment,34482.0
469,76,Education,12568.0
470,308,Entertainment,26379.0
471,379,Utilities,13506.0
472,401,Travel,43797.0
473,189,Entertainment,35838.0
474,269,Food,33257.0
475,470,Insurance,12364.0
476,58,Shopping,31392.0
477,245,Insurance,36486.0
478,155,Utilities,38758.0
479,496,Shopping,16033.0
480,333,Utilities,24123.0
481,309,Entertainment,20976.0
482,389,Travel,13237.0
483,360,Emi,48990.0
484,269,Entertainment,14921.0
485,492,Education,15901.0
486,494,Education,5359.0
487,252,Education,7121.0
488,488,Emi,40870.0
489,114,Rent,12752.0
490,168,Emi,38147.0
491,32,Entertainment,44427.0
492,439,Food,30327.0
493,99,Food,12312.0
494,187,Utilities,48993.0
495,103,Shopping,6244.0
496,406,Insurance,12686.0
497,130,Insurance,41048.0
498,110,Emi,35817.0
499,133,Emi,7353.0
500,317,Healthcare,27375.0
501,470,Travel,25183.0
502,72,Entertainment,30578.0
503,199,Entertainment,45696.0
504,162,Food,35973.0
505,396,Food,10720.0
506,207,Utilities,7042.0
507,166,Rent,18863.0
508,496,Utilities,13140.0
509,163,Entertainment,15911.0
510,5,Shopping,21665.0
511,433,Education,37541.0
512,62,Rent,20315.0
513,382,Education,45768.0
514,304,Entertainment,34280.0
515,109,Emi,37189.0
516,338,Entertainment,39037.0
517,115,Travel,18719.0
518,45,Travel,44341.0
519,336,Shopping,43063.0
520,153,Entertainment,29625.0
521,116,Entertainment,7318.0
522,244,Healthcare,39852.0
523,480,Travel,24620.0
524,67,Emi,39977.0
525,494,Rent,40793.0
526,265,Travel,45310.0
527,327,Utilities,31556.0
528,110,Shopping,47356.0
529,176,Emi,13464.0
530,397,Healthcare,24606.0
531,409,Utilities,6925.0
532,42,Healthcare,8527.0
533,225,Entertainment,24924.0
534,277,Education,29196.0
535,206,Food,21373.0
536,148,Emi,42580.0
537,348,Food,46338.0
538,211,Insurance,24932.0
539,100,Food,7182.0
540,171,Insurance,35963.0
541,258,Food,6856.0
542,362,Travel,38346.0
543,63,Travel,34745.0
544,454,Travel,28043.0
545,423,Education,5667.0
546,141,Travel,36380.0
547,281,Insurance,13472.0
548,176,Rent,29466.0
549,157,Travel,23844.0
550,336,Food,7700.0
551,391,Emi,47673.0
552,390,Utilities,12613.0
553,310,Emi,11678.0
554,272,Rent,38115.0
555,217,Insurance,35631.0
556,291,Education,24004.0
557,288,Insurance,18510.0
558,153,Food,5230.0
559,305,Entertainment,14109.0
560,246,Education,43597.0
561,174,Insurance,17182.0
562,175,Emi,30562.0
563,241,Rent,27484.0
564,471,Utilities,15026.0
565,479,Travel,38328.0
566,332,Healthcare,29581.0
567,458,Utilities,44619.0
568,348,Healthcare,38453.0
569,95,Food,46485.0
570,466,Utilities,48084.0
571,444,Emi,21860.0
572,464,Healthcare,8976.0
573,467,Emi,36811.0
574,85,Food,16156.0
575,109,Healthcare,9493.0
576,109,Healthcare,49531.0
577,36,Healthcare,28860.0
578,109,Rent,20995.0
579,282,Utilities,11837.0
580,439,Shopping,36037.0
581,140,Healthcare,37719.0
582,233,Rent,30863.0
583,345,Education,20340.0
584,293,Education,15205.0
585,316,Shopping,5209.0
586,212,Healthcare,40348.0
587,67,Emi,45719.0
588,109,Food,15663.0
589,467,Food,17694.0
590,396,Travel,47697.0
591,379,Emi,48886.0
592,221,Shopping,31417.0
593,95,Entertainment,32649.0
594,184,Healthcare,19491.0
595,313,Healthcare,49811.0
596,318,Rent,11503.0
597,306,Insurance,30729.0
598,70,Entertainment,23071.0
599,224,Food,21278.0
600,294,Travel,45011.0
601,495,Rent,47600.0
602,253,Insurance,27845.0
603,302,Utilities,49638.0
604,114,Emi,21732.0
605,138,Travel,49645.0
606,353,Utilities,46382.0
607,48,Education,36540.0
608,465,Travel,37293.0
609,25,Insurance,36933.0
610,215,Food,15062.0
611,330,Education,48497.0
612,383,Education,27057.0
613,4,Shopping,24620.0
614,159,Insurance,6306.0
615,70,Food,47968.0
616,440,Entertainment,22572.0
617,27,Emi,11907.0
618,108,Shopping,21449.0
619,393,Emi,38051.0
620,199,Education,34030.0
621,450,Food,9250.0
622,282,Emi,20615.0
623,422,Travel,31200.0
624,236,Entertainment,20275.0
625,64,Shopping,49134.0
626,169,Emi,44028.0
627,87,Healthcare,37333.0
628,215,Rent,49226.0
629,221,Education,19647.0
630,102,Education,19634.0
631,209,Education,25281.0
632,174,Insurance,10903.0
633,329,Food,26211.0
634,385,Food,37678.0
635,261,Education,45984.0
636,10,Travel,44745.0
637,203,Travel,47511.0
638,476,Emi,18007.0
639,49,Food,16402.0
640,156,Entertainment,39999.0
641,82,Education,24691.0
642,219,Entertainment,14127.0
643,303,Food,6200.0
644,306,Emi,44633.0
645,93,Utilities,8821.0
646,184,Utilities,6786.0
647,204,Education,45808.0
648,385,Food,29197.0
649,461,Rent,37673.0
650,150,Education,27919.0
651,420,Utilities,39926.0
652,177,Rent,21022.0
653,131,Food,14777.0
654,2,Emi,44130.0
655,137,Entertainment,16038.0
656,367,Travel,37059.0
657,384,Emi,39203.0
658,80,Utilities,31021.0
659,161,Utilities,21576.0
660,96,Education,34627.0
661,307,Rent,30459.0
662,222,Emi,19227.0
663,135,Utilities,13021.0
664,274,Education,21406.0
665,139,Rent,22935.0
666,231,Education,19156.0
667,145,Rent,18760.0
668,185,Entertainment,24103.0
669,397,Rent,40220.0
670,107,Travel,28970.0
671,340,Shopping,13041.0
672,327,Rent,32713.0
673,161,Healthcare,36265.0
674,89,Entertainment,25841.0
675,24,Entertainment,20272.0
676,500,Shopping,16457.0
677,34,Emi,23487.0
678,329,Rent,34664.0
679,160,Travel,23725.0
680,349,Emi,44843.0
681,322,Rent,17947.0
682,453,Shopping,6476.0
683,228,Insurance,15587.0
684,54,Insurance,35387.0
685,268,Food,13181.0
686,257,Emi,19693.0
687,266,Emi,23854.0
688,243,Rent,31997.0
689,48,Utilities,46909.0
690,478,Education,34241.0
691,35,Shopping,9855.0
692,352,Utilities,6534.0
693,143,Healthcare,12848.0
694,253,Insurance,34888.0
695,443,Insurance,38249.0
696,381,Rent,38072.0
697,434,Insurance,40952.0
698,373,Education,49151.0
699,499,Healthcare,35559.0
700,84,Healthcare,32155.0
701,306,Utilities,11279.0
702,8,Entertainment,29535.0
703,144,Emi,32405.0
704,356,Shopping,6551.0
705,324,Insurance,30449.0
706,123,Insurance,22593.0
707,19,Utilities,15836.0
708,25,Rent,10928.0
709,270,Healthcare,13957.0
710,450,Emi,13261.0
711,490,Healthcare,49021.0
712,73,Emi,37110.0
713,219,Entertainment,33442.0
714,37,Education,40516.0
715,143,Travel,31738.0
716,195,Entertainment,49833.0
717,84,Utilities,22219.0
718,488,Food,18736.0
719,411,Rent,48999.0
720,61,Insurance,42230.0
721,228,Entertainment,29032.0
722,300,Travel,46231.0
723,244,Emi,40253.0
724,410,Healthcare,22652.0
725,105,Education,47661.0
726,76,Food,17487.0
727,121,Education,29690.0
728,9,Travel,5885.0
729,330,Shopping,38587.0
730,442,Travel,23969.0
731,220,Healthcare,34701.0
732,323,Emi,16383.0
733,204,Emi,25812.0
734,7,Rent,43371.0
735,344,Emi,19507.0
736,25,Utilities,20560.0
737,343,Food,27417.0
738,55,Utilities,5349.0
739,363,Travel,33430.0
740,345,Emi,40686.0
741,112,Emi,31080.0
742,238,Travel,27693.0
743,125,Entertainment,28732.0
744,197,Insurance,47313.0
745,474,Emi,13584.0
746,440,Healthcare,12044.0
747,179,Entertainment,42594.0
748,466,Food,30777.0
749,140,Education,36789.0
750,258,Entertainment,25025.0
751,156,Utilities,9513.0
752,238,Entertainment,46405.0
753,48,Emi,46585.0
754,39,Rent,16356.0
755,478,Shopping,14511.0
756,440,Shopping,24850.0
757,366,Food,6722.0
758,116,Emi,16479.0
759,28,Shopping,46513.0
760,398,Emi,26363.0
761,226,Healthcare,5878.0
762,356,Emi,40624.0
763,172,Emi,15286.0
764,387,Utilities,42676.0
765,283,Food,46863.0
766,332,Entertainment,36663.0
767,350,Healthcare,28344.0
768,356,Entertainment,42768.0
769,417,Healthcare,7190.0
770,389,Travel,24782.0
771,300,Education,17493.0
772,82,Insurance,5452.0
773,482,Insurance,39676.0
774,342,Rent,36020.0
775,53,Travel,23404.0
776,238,Food,8831.0
777,416,Rent,33508.0
778,456,Entertainment,23711.0
779,111,Insurance,11711.0
780,150,Healthcare,10476.0
781,463,Shopping,22801.0
782,106,Insurance,47189.0
783,8,Shopping,34942.0
784,444,Emi,11625.0
785,229,Utilities,42605.0
786,328,Healthcare,40566.0
787,434,Utilities,40361.0
788,310,Emi,10139.0
789,340,Insurance,41107.0
790,262,Shopping,8180.0
791,156,Insurance,28048.0
792,254,Insurance,46412.0
793,400,Rent,25273.0
794,468,Utilities,16627.0
795,194,Healthcare,34288.0
796,494,Rent,40481.0
797,365,Utilities,43076.0
798,385,Travel,49985.0
799,122,Shopping,29734.0
800,290,Healthcare,41229.0
801,405,Rent,15184.0
802,399,Travel,17656.0
803,106,Insurance,38139.0
804,298,Entertainment,12782.0
805,132,Shopping,32573.0
806,104,Emi,19152.0
807,180,Education,49672.0
808,124,Shopping,25514.0
809,394,Food,49470.0
810,37,Education,44381.0
811,238,Food,15034.0
812,379,Emi,29597.0
813,351,Utilities,12103.0
814,134,Insurance,17671.0
815,444,Shopping,42473.0
816,383,Travel,33323.0
817,451,Emi,5313.0
818,475,Entertainment,18024.0
819,388,Utilities,32611.0
820,29,Emi,39449.0
821,333,Utilities,34402.0
822,117,Shopping,40648.0
823,303,Travel,37689.0
824,96,Education,41131.0
825,256,Emi,5918.0
826,114,Insurance,39805.0
827,139,Insurance,20170.0
828,426,Emi,33217.0
829,21,Shopping,36556.0
830,380,Emi,20956.0
831,36,Healthcare,49497.0
832,32,Insurance,41258.0
833,81,Travel,35706.0
834,192,Food,21176.0
835,69,Education,10748.0
836,171,Education,42126.0
837,349,Utilities,29863.0
838,483,Shopping,27354.0
839,3,Entertainment,10765.0
840,308,Healthcare,16685.0
841,265,Rent,17200.0
842,371,Entertainment,37902.0
843,65,Food,33860.0
844,332,Rent,31456.0
845,272,Insurance,32651.0
846,59,Shopping,29149.0
847,417,Utilities,21162.0
848,149,Food,13907.0
849,415,Emi,30344.0
850,369,Rent,48182.0
851,123,Entertainment,29190.0
852,343,Utilities,32088.0
853,463,Shopping,28220.0
854,265,Education,19829.0
855,381,Entertainment,25558.0
856,465,Shopping,35968.0
857,226,Shopping,34940.0
858,356,Healthcare,27790.0
859,343,Education,36416.0
860,354,Education,42255.0
861,212,Insurance,37983.0
862,483,Rent,6262.0
863,427,Travel,33654.0
864,29,Rent,15132.0
865,130,Rent,19423.0
866,235,Rent,47513.0
867,326,Utilities,9795.0
868,87,Emi,12932.0
869,29,Healthcare,34817.0
870,44,Education,11742.0
871,425,Rent,37595.0
872,202,Shopping,37572.0
873,36,Education,6666.0
874,239,Utilities,27116.0
875,95,Food,26066.0
876,340,Entertainment,31669.0
877,459,Food,19680.0
878,358,Rent,44662.0
879,372,Insurance,36939.0
880,14,Insurance,44534.0
881,243,Insurance,49523.0
882,418,Utilities,37565.0
883,396,Entertainment,19292.0
884,230,Travel,5180.0
885,473,Healthcare,19699.0
886,233,Entertainment,47843.0
887,480,Education,41365.0
888,107,Emi,42841.0
889,174,Rent,19502.0
890,350,Education,33902.0
891,398,Insurance,31612.0
892,244,Insurance,28830.0
893,116,Utilities,21752.0
894,221,Emi,48426.0
895,410,Healthcare,9049.0
896,397,Insurance,9708.0
897,397,Rent,23197.0
898,183,Entertainment,25439.0
899,443,Emi,14262.0
900,385,Shopping,9227.0
901,183,Education,17448.0
902,177,Food,11753.0
903,327,Insurance,20248.0
904,130,Rent,23549.0
905,52,Shopping,15659.0
906,353,Utilities,40435.0
907,484,Shopping,27164.0
908,434,Entertainment,10203.0
909,341,Entertainment,24284.0
910,180,Healthcare,11210.0
911,308,Healthcare,13250.0
912,331,Rent,32885.0
913,418,Emi,20714.0
914,216,Utilities,37682.0
915,37,Rent,47560.0
916,497,Shopping,45382.0
917,132,Shopping,27833.0
918,75,Education,35220.0
919,85,Utilities,29736.0
920,293,Insurance,38106.0
921,395,Entertainment,45036.0
922,68,Shopping,16508.0
923,57,Rent,29827.0
924,202,Food,7952.0
925,277,Rent,20198.0
926,102,Utilities,30317.0
927,449,Education,14131.0
928,401,Rent,43757.0
929,260,Emi,33175.0
930,247,Education,47935.0
931,153,Healthcare,46314.0
932,470,Insurance,17899.0
933,102,Healthcare,13599.0
934,402,Utilities,6300.0
935,184,Education,49677.0
936,306,Education,22175.0
937,436,Rent,20006.0
938,482,Entertainment,24464.0
939,323,Food,33882.0
940,326,Emi,36513.0
941,85,Healthcare,40821.0
942,276,Travel,35874.0
943,112,Food,42195.0
944,240,Education,5590.0
945,119,Food,48709.0
946,100,Healthcare,17535.0
947,122,Insurance,25724.0
948,20,Entertainment,18224.0
949,43,Utilities,41345.0
950,186,Emi,11590.0
951,311,Entertainment,30531.0
952,249,Emi,30232.0
953,377,Entertainment,11490.0
954,42,Entertainment,15948.0
955,22,Education,45327.0
956,458,Entertainment,47659.0
957,436,Rent,22493.0
958,208,Insurance,44240.0
959,352,Insurance,36633.0
960,75,Rent,5745.0
961,185,Travel,17162.0
962,40,Shopping,11878.0
963,198,Utilities,21555.0
964,435,Rent,18129.0
965,5,Travel,41818.0
966,44,Food,25518.0
967,117,Shopping,43570.0
968,441,Emi,20135.0
969,194,Rent,48482.0
970,341,Education,10817.0
971,263,Emi,20597.0
972,76,Rent,39266.0
973,270,Utilities,31428.0
974,158,Travel,41725.0
975,334,Entertainment,14650.0
976,74,Rent,13497.0
977,116,Entertainment,35665.0
978,238,Utilities,48264.0
979,290,Healthcare,35599.0
980,2,Utilities,40700.0
981,321,Insurance,17274.0
982,94,Travel,23582.0
983,26,Travel,43777.0
984,59,Travel,23994.0
985,213,Food,37205.0
986,360,Emi,34943.0
987,35,Travel,6812.0
988,423,Travel,6017.0
989,255,Education,27620.0
990,440,Travel,10546.0
991,199,Emi,12009.0
992,294,Education,14554.0
993,395,Education,17804.0
994,92,Food,47440.0
995,441,Education,37479.0
996,359,Education,41487.0
997,65,Insurance,49794.0
998,162,Food,15103.0
999,4,Emi,35203.0
1000,370,Rent,12908.0
1001,329,Entertainment,48477.0
1002,376,Shopping,44056.0
1003,378,Healthcare,39278.0
1004,453,Insurance,34899.0
1005,24,Travel,32118.0
1006,266,Insurance,40208.0
1007,303,Utilities,43232.0
1008,1,Emi,22095.0
1009,456,Healthcare,35539.0
1010,73,Utilities,44174.0
1011,459,Emi,14884.0
1012,349,Travel,27113.0
1013,71,Shopping,34571.0
1014,321,Emi,32202.0
1015,324,Travel,22832.0
1016,404,Entertainment,25917.0
1017,218,Education,44813.0
1018,327,Education,11706.0
1019,114,Entertainment,38937.0
1020,332,Entertainment,33792.0
1021,183,Education,45256.0
1022,218,Healthcare,8242.0
1023,256,Food,49748.0
1024,85,Insurance,19893.0
1025,129,Entertainment,41416.0
1026,388,Education,48386.0
1027,32,Rent,15260.0
1028,153,Entertainment,26928.0
1029,184,Entertainment,35819.0
1030,112,Education,6954.0
1031,305,Travel,18838.0
1032,446,Shopping,21229.0
1033,145,Food,33357.0
