investment_id,user_id,investment_type,amount,purchase_date,current_value
76,500,Fixed Deposits,437887.0,2026-04-08,506684.4
77,189,Fixed Deposits,404406.0,2025-12-26,545022.75
78,175,Gold,246597.0,2026-06-22,356075.29
79,167,Fixed Deposits,250683.0,2026-03-08,229596.02
80,379,Mutual Funds,143741.0,2025-11-04,181904.64
81,240,Gold,488370.0,2025-07-12,722483.1
82,222,Stocks,489194.0,2026-01-16,691129.4
83,30,Stocks,61428.0,2026-06-26,50093.75
84,233,Stocks,135266.0,2025-02-17,215029.03
85,149,Stocks,136169.0,2024-11-21,141214.36
86,320,Mutual Funds,33176.0,2026-05-17,28525.2
87,378,Stocks,82431.0,2025-06-03,68493.57
88,161,Fixed Deposits,479337.0,2024-11-11,621537.53
89,495,Gold,205585.0,2026-03-17,189139.7
90,381,Fixed Deposits,488595.0,2024-12-07,531751.03
91,383,Gold,313366.0,2025-07-30,396543.38
92,423,Fixed Deposits,53663.0,2025-05-05,61560.48
93,128,Cryptocurrency,80037.0,2026-06-12,121958.48
94,264,Fixed Deposits,120782.0,2026-04-22,159216.56
95,291,Gold,136567.0,2025-12-25,176536.28
96,58,Mutual Funds,386631.0,2026-03-17,459705.34
97,1,Gold,66248.0,2024-08-09,80899.13
98,214,Gold,278460.0,2026-02-19,266907.73
99,320,Cryptocurrency,351362.0,2026-05-04,546634.2
100,381,Stocks,105828.0,2026-06-28,114440.93
101,429,Cryptocurrency,32525.0,2025-02-27,48725.49
102,155,Cryptocurrency,276519.0,2025-06-13,288455.17
103,234,Cryptocurrency,228246.0,2025-06-05,362110.67
104,435,Stocks,236499.0,2026-06-10,376929.21
105,131,Fixed Deposits,414315.0,2024-08-21,477860.87
106,385,Stocks,66226.0,2024-08-31,90884.3
107,221,Gold,228540.0,2026-07-05,204985.88
108,423,Gold,306785.0,2024-09-29,354017.97
109,79,Fixed Deposits,439635.0,2026-03-18,472835.83
110,314,Mutual Funds,227326.0,2026-03-04,267305.78
111,144,Stocks,240978.0,2026-07-05,252223.48
112,404,Fixed Deposits,178819.0,2025-09-17,168077.95
113,499,Fixed Deposits,298628.0,2025-06-06,366167.15
114,342,Gold,111354.0,2025-08-09,127124.22
115,51,Gold,151346.0,2025-06-21,169701.64
116,100,Stocks,430949.0,2026-01-13,359224.39
117,1,Mutual Funds,178163.0,2026-05-25,235513.73
118,467,Mutual Funds,102105.0,2025-07-01,149159.42
119,480,Fixed Deposits,213793.0,2024-08-21,237141.21
120,80,Cryptocurrency,53314.0,2025-11-12,56192.63
121,235,Gold,176731.0,2025-08-22,194256.58
122,211,Gold,462971.0,2025-01-12,735633.81
123,180,Fixed Deposits,470565.0,2024-09-18,734195.48
124,295,Stocks,394762.0,2025-11-18,410068.94
125,28,Gold,177983.0,2024-09-08,190347.08
126,399,Cryptocurrency,103631.0,2025-04-27,149723.47
127,439,Fixed Deposits,340578.0,2024-09-05,542639.72
128,243,Mutual Funds,274483.0,2026-05-13,400233.68
129,313,Cryptocurrency,34777.0,2025-10-27,29926.28
130,235,Cryptocurrency,94227.0,2024-08-21,115342.42
131,37,Fixed Deposits,87113.0,2026-01-20,111199.35
132,158,Gold,437551.0,2026-05-09,435316.14
133,91,Mutual Funds,306490.0,2025-02-07,308259.63
134,11,Mutual Funds,40962.0,2025-11-13,50631.65
135,230,Cryptocurrency,72321.0,2024-07-31,86965.77
136,440,Cryptocurrency,124657.0,2025-02-14,188189.88
137,315,Stocks,392982.0,2025-07-15,616842.95
138,366,Gold,167974.0,2024-07-18,203619.71
139,259,Fixed Deposits,407547.0,2025-05-13,562497.86
140,282,Fixed Deposits,258757.0,2025-10-10,308399.27
141,416,Gold,441652.0,2026-02-10,406255.13
142,323,Stocks,392754.0,2025-11-18,594795.74
143,173,Gold,371156.0,2025-09-08,298898.69
144,95,Cryptocurrency,359678.0,2024-10-02,387389.75
145,274,Fixed Deposits,455453.0,2025-06-23,513793.48
146,332,Gold,206435.0,2024-12-18,305682.8
147,15,Mutual Funds,364841.0,2025-03-26,562490.84
148,371,Cryptocurrency,110172.0,2024-09-19,95107.31
149,248,Gold,479663.0,2025-10-20,750007.47
150,227,Mutual Funds,281639.0,2025-09-15,349547.02
151,131,Fixed Deposits,167786.0,2026-03-30,154450.54
152,344,Stocks,144527.0,2025-02-07,225435.27
153,35,Mutual Funds,118012.0,2025-02-05,168005.02
154,193,Stocks,198563.0,2024-11-01,316559.28
155,227,Gold,458977.0,2025-02-09,518297.19
156,297,Stocks,149344.0,2026-01-11,209137.59
157,98,Gold,341830.0,2025-01-14,274140.18
158,447,Fixed Deposits,449582.0,2025-08-13,405068.39
159,59,Mutual Funds,147095.0,2025-02-01,163839.59
160,226,Mutual Funds,384679.0,2025-12-29,594645.65
161,227,Gold,128984.0,2025-02-23,122500.07
162,87,Fixed Deposits,428794.0,2026-01-24,363974.97
163,224,Mutual Funds,188011.0,2025-09-22,239423.6
164,313,Gold,114535.0,2024-11-17,115250.28
165,382,Cryptocurrency,334776.0,2025-08-26,441677.2
166,359,Fixed Deposits,332677.0,2026-01-07,297749.02
167,137,Cryptocurrency,450709.0,2024-10-03,491879.18
168,389,Fixed Deposits,334440.0,2025-06-20,321275.4
169,240,Stocks,471652.0,2025-04-12,464405.81
170,281,Cryptocurrency,313494.0,2024-12-20,338392.5
171,326,Cryptocurrency,120835.0,2025-12-21,179327.98
172,63,Fixed Deposits,60762.0,2026-01-28,84097.54
173,207,Cryptocurrency,151606.0,2025-04-03,139138.21
174,488,Mutual Funds,302902.0,2025-09-18,451672.18
175,463,Cryptocurrency,159995.0,2026-01-10,243607.51
176,382,Stocks,109513.0,2025-06-01,134730.86
177,282,Stocks,48575.0,2025-07-07,60602.23
178,395,Cryptocurrency,213148.0,2025-11-09,216140.43
179,56,Stocks,234084.0,2026-02-07,229876.08
180,243,Gold,419140.0,2024-08-02,434280.38
181,489,Cryptocurrency,38317.0,2025-04-19,54395.91
182,143,Cryptocurrency,91786.0,2026-01-16,120901.95
183,54,Stocks,379327.0,2025-01-25,341042.61
184,156,Cryptocurrency,55719.0,2025-07-31,52170.6
185,489,Mutual Funds,159593.0,2025-08-27,145039.3
186,62,Mutual Funds,163609.0,2026-02-02,145321.73
187,255,Gold,156533.0,2025-11-12,214339.81
188,425,Mutual Funds,122422.0,2025-10-03,188327.12
189,111,Fixed Deposits,115393.0,2025-12-27,165888.23
190,288,Cryptocurrency,59077.0,2026-06-05,90742.71
191,363,Gold,419298.0,2026-06-08,526835.01
192,164,Stocks,311176.0,2024-12-16,397647.42
193,156,Gold,202912.0,2025-12-28,268300.2
194,269,Gold,283833.0,2026-01-25,304408.65
195,374,Gold,117707.0,2025-01-24,185989.08
196,96,Stocks,246232.0,2024-10-16,234733.48
197,193,Stocks,388660.0,2025-03-01,392615.07
198,185,Mutual Funds,284084.0,2025-09-14,417847.61
199,98,Cryptocurrency,319833.0,2026-05-18,327303.67
200,117,Fixed Deposits,458747.0,2024-12-27,726414.54
201,93,Stocks,30917.0,2025-11-24,29117.88
202,135,Mutual Funds,82554.0,2026-06-16,95818.88
203,191,Cryptocurrency,400385.0,2026-07-07,501470.65
204,156,Gold,459070.0,2025-12-14,633068.2
205,236,Cryptocurrency,308611.0,2026-03-06,400670.44
206,5,Stocks,76742.0,2025-01-18,122591.58
207,200,Mutual Funds,79024.0,2026-07-16,66816.66
208,46,Cryptocurrency,488268.0,2024-08-25,416294.54
209,202,Cryptocurrency,54450.0,2025-06-10,77139.93
210,191,Fixed Deposits,385732.0,2026-05-31,442649.09
211,356,Cryptocurrency,113348.0,2025-08-03,180052.41
212,304,Cryptocurrency,14435.0,2026-01-09,19271.09
213,17,Cryptocurrency,258384.0,2025-05-19,332135.14
214,255,Cryptocurrency,22338.0,2024-09-01,34602.98
215,95,Cryptocurrency,94748.0,2026-07-11,144273.53
216,41,Fixed Deposits,466564.0,2025-03-23,638117.38
217,425,Fixed Deposits,485243.0,2026-05-16,604071.66
218,250,Stocks,141076.0,2025-02-03,198640.82
219,464,Fixed Deposits,214692.0,2025-06-02,193359.49
220,490,Mutual Funds,263743.0,2025-12-22,403727.24
221,221,Mutual Funds,422166.0,2024-08-06,405981.61
222,13,Stocks,204031.0,2024-12-25,210390.08
223,307,Fixed Deposits,315298.0,2025-07-16,404751.83
224,95,Fixed Deposits,64330.0,2026-03-18,81871.06
225,244,Stocks,280487.0,2025-03-03,228994.83
226,171,Cryptocurrency,90205.0,2025-12-31,85907.66
227,319,Cryptocurrency,88240.0,2025-04-18,133214.5
228,118,Cryptocurrency,157418.0,2025-12-31,241308.3
229,136,Stocks,67613.0,2024-10-22,88927.68
230,474,Stocks,371046.0,2025-09-09,327047.26
231,251,Gold,422837.0,2025-11-30,458979.12
232,113,Cryptocurrency,343680.0,2025-11-02,362229.32
233,292,Fixed Deposits,132168.0,2025-05-05,161665.34
234,458,Fixed Deposits,450632.0,2025-12-01,630575.83
235,378,Stocks,184553.0,2025-05-26,214290.35
236,385,Gold,56627.0,2024-10-24,65114.11
237,35,Fixed Deposits,457107.0,2025-01-14,648466.44
238,52,Stocks,394431.0,2025-12-29,391067.92
239,320,Mutual Funds,77580.0,2025-12-19,101014.36
240,166,Cryptocurrency,423946.0,2024-11-09,603016.63
241,8,Cryptocurrency,260407.0,2026-03-22,267668.82
242,362,Cryptocurrency,412995.0,2026-07-13,403671.69
243,311,Cryptocurrency,82928.0,2025-12-17,66910.62
244,128,Cryptocurrency,16126.0,2024-07-23,22547.62
245,63,Fixed Deposits,439043.0,2025-07-04,527908.58
246,224,Fixed Deposits,366668.0,2025-12-25,475958.73
247,352,Mutual Funds,388006.0,2024-10-30,381954.9
248,399,Fixed Deposits,242959.0,2025-11-30,341176.4
249,72,Stocks,347849.0,2025-07-17,501657.78
250,243,Fixed Deposits,330258.0,2025-08-23,495611.11
251,432,Stocks,300025.0,2026-04-01,432768.98
252,151,Cryptocurrency,471430.0,2026-01-09,660333.2
253,179,Cryptocurrency,479753.0,2025-06-21,616032.83
254,299,Fixed Deposits,11842.0,2026-04-28,14899.4
255,203,Fixed Deposits,326674.0,2025-05-04,505540.06
256,195,Fixed Deposits,310325.0,2026-05-20,463385.47
257,299,Cryptocurrency,454957.0,2024-10-14,544657.85
258,316,Mutual Funds,401224.0,2024-12-26,451110.13
259,425,Stocks,382519.0,2025-04-16,539233.06
260,306,Fixed Deposits,370214.0,2024-12-20,344901.8
261,415,Stocks,417099.0,2026-05-07,555926.43
262,483,Stocks,270690.0,2025-10-26,256435.54
263,397,Stocks,270621.0,2024-10-21,232883.05
264,200,Fixed Deposits,96049.0,2025-10-07,125254.68
265,108,Mutual Funds,349257.0,2025-04-01,522450.4
266,163,Fixed Deposits,78457.0,2026-06-05,74712.12
267,179,Fixed Deposits,213188.0,2025-06-28,175363.55
268,457,Stocks,216431.0,2026-06-24,280325.94
269,442,Stocks,177357.0,2026-04-13,173654.37
270,470,Fixed Deposits,290978.0,2025-11-30,403656.98
271,459,Mutual Funds,120834.0,2025-04-11,121633.84
272,141,Fixed Deposits,107160.0,2024-07-17,97799.31
273,176,Stocks,378781.0,2026-06-07,523347.58
274,248,Mutual Funds,82890.0,2025-03-03,70343.94
275,313,Cryptocurrency,184305.0,2025-10-24,169027.85
276,304,Gold,475124.0,2024-08-17,708672.55
277,123,Cryptocurrency,113421.0,2025-12-01,163372.74
278,421,Mutual Funds,27201.0,2024-11-01,41652.17
279,65,Fixed Deposits,484333.0,2024-11-20,500673.34
280,71,Mutual Funds,222083.0,2025-10-23,250418.73
281,353,Fixed Deposits,115623.0,2025-06-30,131690.13
282,57,Gold,46715.0,2024-11-01,56227.82
283,416,Stocks,197403.0,2025-11-10,169739.26
284,283,Stocks,164222.0,2025-04-03,186149.8
285,10,Fixed Deposits,160576.0,2025-08-29,198960.6
286,469,Cryptocurrency,497760.0,2025-03-24,548107.13
287,17,Cryptocurrency,87681.0,2025-04-22,134292.67
288,428,Gold,91167.0,2025-09-02,117307.29
289,31,Cryptocurrency,51543.0,2025-01-03,53642.74
290,318,Cryptocurrency,451520.0,2024-08-16,426762.84
291,386,Mutual Funds,145358.0,2026-06-19,187303.83
292,467,Cryptocurrency,368614.0,2025-07-15,330517.14
293,384,Mutual Funds,293858.0,2025-11-24,315277.7
294,5,Cryptocurrency,361238.0,2025-03-01,391344.82
295,286,Fixed Deposits,426603.0,2025-04-14,548256.56
296,317,Fixed Deposits,363380.0,2025-07-15,336939.03
297,283,Gold,426990.0,2025-07-12,521826.92
298,308,Mutual Funds,137083.0,2025-11-29,166028.8
299,224,Gold,479852.0,2025-03-24,511776.47
300,144,Cryptocurrency,56588.0,2024-12-29,76524.77
301,341,Gold,354008.0,2026-03-20,462733.27
302,210,Cryptocurrency,277417.0,2025-01-15,433149.99
303,140,Cryptocurrency,496604.0,2026-04-27,670582.63
304,132,Cryptocurrency,39855.0,2024-12-14,37416.38
305,336,Gold,297115.0,2025-04-10,264315.78
306,274,Fixed Deposits,31716.0,2025-06-04,31604.55
307,151,Gold,288612.0,2024-10-19,420853.92
308,233,Mutual Funds,259130.0,2025-03-05,279639.41
309,175,Cryptocurrency,373689.0,2025-01-28,513060.81
310,272,Stocks,319653.0,2024-09-29,496577.64
311,474,Gold,136503.0,2025-03-14,167960.54
312,18,Gold,211741.0,2025-12-22,197600.13
313,500,Gold,52711.0,2026-07-15,60475.63
314,37,Cryptocurrency,30360.0,2025-03-13,39661.15
315,10,Stocks,99669.0,2024-10-08,90723.11
316,61,Fixed Deposits,485420.0,2026-07-15,424772.41
317,292,Stocks,157384.0,2025-01-05,138581.4
318,184,Gold,216000.0,2024-09-17,203719.82
319,247,Fixed Deposits,135531.0,2025-10-04,184098.05
320,467,Mutual Funds,392806.0,2025-12-14,471597.62
321,179,Stocks,230406.0,2024-12-02,327328.29
322,274,Stocks,412348.0,2024-08-27,537131.21
323,233,Fixed Deposits,71315.0,2024-11-05,90370.26
324,165,Stocks,452848.0,2024-11-18,474587.12
325,250,Gold,85760.0,2025-05-30,118084.24
326,60,Fixed Deposits,234644.0,2024-08-05,219614.71
327,431,Gold,300316.0,2026-04-02,373944.03
328,483,Cryptocurrency,182460.0,2025-11-22,273037.63
329,137,Cryptocurrency,236372.0,2025-12-27,330073.83
330,405,Cryptocurrency,12017.0,2024-09-10,10931.32
331,10,Gold,377848.0,2025-07-08,549501.52
332,332,Stocks,208988.0,2025-04-02,319240.91
333,85,Fixed Deposits,381901.0,2025-09-28,354190.02
334,75,Gold,264643.0,2024-12-02,300453.88
335,76,Mutual Funds,274096.0,2026-04-06,224309.86
336,487,Gold,295901.0,2025-03-16,372957.2
337,153,Mutual Funds,444701.0,2025-10-13,688160.63
338,389,Mutual Funds,271708.0,2025-11-23,304479.55
339,183,Stocks,412564.0,2026-06-21,590977.07
340,284,Stocks,413675.0,2025-12-08,375990.1
341,194,Cryptocurrency,326471.0,2025-08-01,377174.84
342,151,Cryptocurrency,170169.0,2024-10-30,203112.39
343,59,Stocks,236593.0,2026-05-01,301343.11
344,292,Cryptocurrency,159132.0,2026-05-29,192836.19
345,25,Mutual Funds,451424.0,2026-01-26,656646.56
346,250,Mutual Funds,219252.0,2025-12-18,331884.19
347,230,Mutual Funds,402327.0,2025-09-02,607776.95
348,211,Gold,405739.0,2025-02-14,520615.84
349,232,Gold,230469.0,2024-08-16,325254.52
350,131,Gold,74037.0,2026-05-09,69892.52
351,70,Stocks,490947.0,2024-08-09,448781.65
352,35,Cryptocurrency,270962.0,2026-06-06,379798.07
353,66,Cryptocurrency,464595.0,2025-09-28,500857.29
354,85,Fixed Deposits,302142.0,2025-03-02,277590.33
355,481,Stocks,301118.0,2025-12-16,268861.91
356,218,Gold,71033.0,2026-06-15,73233.63
357,223,Stocks,423934.0,2025-04-11,473384.2
358,339,Cryptocurrency,393188.0,2024-09-15,609951.65
359,303,Cryptocurrency,384394.0,2025-02-24,358701.62
360,453,Gold,410159.0,2025-09-15,563128.37
361,401,Stocks,131954.0,2024-11-12,129749.38
362,414,Mutual Funds,424901.0,2025-01-15,511073.23
363,260,Gold,196545.0,2025-08-09,241375.36
364,115,Fixed Deposits,94466.0,2024-11-24,150724.13
365,420,Fixed Deposits,473237.0,2025-08-03,616927.22
366,247,Gold,290082.0,2025-12-16,282366.41
367,175,Gold,90830.0,2025-05-06,129134.54
368,113,Gold,184058.0,2025-04-12,148873.44
369,497,Mutual Funds,445397.0,2024-11-27,468504.73
370,125,Fixed Deposits,102483.0,2026-04-08,134790.01
371,12,Fixed Deposits,87860.0,2024-07-29,108515.93
372,127,Mutual Funds,177974.0,2025-01-12,146319.52
373,411,Cryptocurrency,195180.0,2026-03-10,278179.8
374,126,Stocks,215341.0,2024-10-30,301099.9
375,115,Cryptocurrency,273321.0,2026-03-05,419068.4
376,467,Cryptocurrency,100407.0,2024-11-20,82803.91
377,461,Fixed Deposits,190409.0,2025-12-28,290603.91
378,210,Mutual Funds,432862.0,2025-02-19,487675.98
379,240,Mutual Funds,130314.0,2026-03-17,127936.48
380,473,Fixed Deposits,182581.0,2025-04-07,234467.78
381,205,Stocks,418844.0,2025-10-25,342351.96
382,13,Mutual Funds,395671.0,2025-04-26,518253.75
383,332,Stocks,431631.0,2025-02-14,632433.73
384,416,Stocks,378924.0,2025-02-28,413530.67
385,52,Fixed Deposits,141342.0,2025-07-02,170462.05
386,328,Cryptocurrency,304747.0,2024-11-25,408260.02
387,219,Cryptocurrency,284236.0,2025-11-24,239007.14
388,58,Mutual Funds,377308.0,2024-10-05,466924.1
389,336,Stocks,384431.0,2026-02-09,424964.68
390,292,Mutual Funds,74167.0,2025-10-20,91590.79
391,4,Cryptocurrency,19500.0,2025-10-23,16017.36
392,273,Stocks,396707.0,2026-02-08,555802.01
393,231,Fixed Deposits,255366.0,2025-12-01,403469.93
394,9,Stocks,177830.0,2024-12-19,231644.72
395,160,Cryptocurrency,340323.0,2025-07-05,278971.73
396,94,Stocks,358352.0,2025-04-14,396761.49
397,405,Fixed Deposits,48984.0,2026-06-14,48994.35
398,53,Gold,352909.0,2024-10-10,303543.92
399,410,Mutual Funds,37361.0,2026-04-22,43403.75
400,336,Mutual Funds,68689.0,2025-10-25,95258.13
401,71,Gold,183763.0,2025-06-19,152382.1
402,218,Cryptocurrency,54391.0,2026-05-26,47176.69
403,292,Gold,165960.0,2025-03-03,191642.36
404,457,Gold,416100.0,2025-07-27,386834.23
405,126,Fixed Deposits,407578.0,2024-11-16,349874.12
406,316,Fixed Deposits,260660.0,2025-09-03,319030.73
407,284,Cryptocurrency,321546.0,2025-07-15,277365.81
408,202,Cryptocurrency,215182.0,2025-09-09,250359.2
409,479,Stocks,61597.0,2026-01-24,96059.28
410,475,Cryptocurrency,54299.0,2025-11-30,64761.59
411,466,Cryptocurrency,180914.0,2026-06-29,286656.36
412,241,Fixed Deposits,10424.0,2025-09-06,10051.96
413,30,Stocks,300072.0,2025-07-01,296234.86
414,226,Cryptocurrency,121054.0,2025-09-05,187765.92
415,348,Fixed Deposits,23632.0,2025-11-07,35587.44
416,205,Mutual Funds,236895.0,2025-11-01,267225.68
417,366,Mutual Funds,394686.0,2024-12-28,363072.73
418,283,Fixed Deposits,357094.0,2026-05-19,294320.67
419,335,Fixed Deposits,16501.0,2026-07-07,20773.28
420,261,Gold,100544.0,2026-03-27,88106.51
421,455,Mutual Funds,46987.0,2024-08-06,38275.65
422,199,Stocks,427932.0,2025-07-20,505927.78
423,430,Fixed Deposits,470786.0,2026-07-08,412171.68
424,489,Fixed Deposits,161805.0,2025-09-26,197930.17
425,248,Stocks,482829.0,2024-08-29,748942.87
426,477,Gold,324665.0,2025-01-24,425402.38
427,265,Stocks,44585.0,2025-06-30,70569.22
428,306,Mutual Funds,93352.0,2025-02-09,133622.09
429,430,Stocks,479323.0,2025-04-22,456926.92
430,91,Fixed Deposits,450404.0,2025-11-14,609921.15
431,292,Cryptocurrency,167992.0,2025-09-05,251316.34
432,104,Cryptocurrency,382903.0,2025-06-03,414212.68
433,300,Mutual Funds,378214.0,2024-09-07,500937.67
434,413,Stocks,121374.0,2024-07-17,167532.45
435,107,Gold,363139.0,2025-11-05,410251.37
436,18,Fixed Deposits,253625.0,2026-06-26,258140.61
437,27,Mutual Funds,39074.0,2024-11-21,60062.62
438,125,Cryptocurrency,231818.0,2026-03-04,278436.94
439,342,Gold,385378.0,2024-08-15,423874.76
440,111,Mutual Funds,486249.0,2026-04-26,560145.58
441,187,Gold,230741.0,2024-09-25,338601.18
442,465,Gold,241070.0,2024-11-06,376643.55
443,433,Cryptocurrency,338472.0,2025-09-08,270981.29
444,398,Stocks,52518.0,2025-06-30,78299.85
445,91,Gold,391776.0,2024-10-12,364740.76
446,439,Gold,492674.0,2026-06-13,532773.8
447,293,Stocks,210930.0,2024-12-01,175816.92
448,302,Cryptocurrency,414827.0,2026-01-13,636908.17
449,159,Cryptocurrency,487242.0,2025-01-30,605238.35
450,226,Mutual Funds,295489.0,2026-06-04,383714.58
451,267,Fixed Deposits,180593.0,2025-12-11,172018.87
452,6,Mutual Funds,303619.0,2026-06-14,439367.07
453,212,Cryptocurrency,262164.0,2024-08-22,408950.26
454,500,Gold,183223.0,2025-07-11,171821.75
455,175,Mutual Funds,341275.0,2025-03-04,378315.97
456,10,Mutual Funds,177100.0,2025-12-19,185406.68
457,275,Mutual Funds,201622.0,2026-06-12,167875.98
458,446,Stocks,130441.0,2025-11-18,181441.94
459,321,Fixed Deposits,260508.0,2025-10-18,249762.58
460,363,Stocks,387033.0,2026-01-04,565876.12
461,163,Mutual Funds,297530.0,2024-11-05,267843.4
462,263,Stocks,70130.0,2024-11-25,69617.48
463,296,Fixed Deposits,106487.0,2025-12-26,136211.31
464,494,Stocks,225898.0,2025-11-28,215847.47
465,164,Gold,89484.0,2024-07-29,108376.37
466,428,Mutual Funds,218033.0,2025-12-31,272841.81
467,246,Mutual Funds,447954.0,2024-12-30,364957.3
468,203,Gold,256420.0,2026-05-30,313754.84
469,130,Gold,160302.0,2025-02-24,153904.71
470,214,Stocks,15963.0,2025-08-30,21595.34
471,117,Stocks,65989.0,2025-08-18,66234.27
472,388,Fixed Deposits,43887.0,2025-08-14,62956.68
473,462,Stocks,96199.0,2026-03-08,124942.57
474,454,Fixed Deposits,464607.0,2024-07-30,442877.77
475,424,Fixed Deposits,39939.0,2024-09-22,35071.98
476,251,Mutual Funds,43230.0,2026-05-05,35242.08
477,348,Stocks,155138.0,2025-01-10,215405.26
478,265,Stocks,261485.0,2025-03-30,331159.03
479,233,Gold,290409.0,2026-01-10,404932.46
480,74,Cryptocurrency,378542.0,2025-08-07,372834.64
481,111,Fixed Deposits,230928.0,2024-08-25,266831.08
482,243,Gold,369764.0,2026-02-16,379681.81
483,254,Gold,402849.0,2026-04-04,636402.58
484,113,Gold,142619.0,2026-04-23,213103.78
485,134,Cryptocurrency,271218.0,2025-10-28,407600.25
486,105,Cryptocurrency,283470.0,2024-10-31,310583.17
487,327,Stocks,387630.0,2024-07-24,569177.72
488,257,Fixed Deposits,480769.0,2026-02-18,737103.8
489,179,Gold,286752.0,2025-06-20,275796.28
490,272,Mutual Funds,300513.0,2025-02-02,386910.4
491,147,Gold,291019.0,2026-07-07,450989.91
492,283,Fixed Deposits,51115.0,2026-04-30,52593.47
493,463,Cryptocurrency,268738.0,2024-10-16,276389.45
494,376,Cryptocurrency,280830.0,2024-10-27,257523.63
495,448,Cryptocurrency,13337.0,2025-07-04,18170.35
496,206,Stocks,288609.0,2024-10-11,341828.95
497,136,Stocks,395444.0,2025-07-08,456193.49
