goal_id,user_id,goal_name,target_amount,current_amount,deadline
151,323,House Down Payment,86478.0,21228.0,2027-03-13
152,264,House Down Payment,230531.0,174638.0,2028-02-09
153,87,Emergency Fund,662684.0,495365.0,2028-10-15
154,253,Car Purchase,533760.0,428438.0,2027-10-07
155,70,Car Purchase,329275.0,52881.0,2028-05-15
156,201,Vacation,692589.0,558095.0,2027-03-23
157,279,Vacation,643669.0,266496.0,2028-02-15
158,370,Car Purchase,706699.0,60645.0,2028-06-19
159,181,Vacation,828464.0,329895.0,2027-11-29
160,417,Emergency Fund,788024.0,217593.0,2029-04-07
161,329,Car Purchase,558216.0,115546.0,2027-01-14
162,325,Car Purchase,611888.0,255203.0,2026-09-18
163,398,Vacation,805858.0,166302.0,2027-08-12
164,222,Vacation,592287.0,361252.0,2028-08-02
165,265,House Down Payment,754118.0,209933.0,2028-06-24
166,405,Car Purchase,817674.0,787453.0,2028-06-04
167,245,Vacation,105284.0,99773.0,2028-05-08
168,30,Vacation,106523.0,42031.0,2029-05-05
169,243,House Down Payment,958225.0,851769.0,2027-12-08
170,162,Vacation,150252.0,37501.0,2028-09-09
171,40,Car Purchase,116785.0,113318.0,2027-11-11
172,64,Emergency Fund,694689.0,514758.0,2029-04-22
173,46,House Down Payment,195842.0,124314.0,2029-03-16
174,472,Vacation,993712.0,352661.0,2028-05-18
175,2,Car Purchase,513626.0,152856.0,2029-02-20
176,233,Emergency Fund,50797.0,28583.0,2027-04-25
177,133,Emergency Fund,483057.0,92869.0,2029-03-27
178,66,Emergency Fund,905099.0,64948.0,2026-12-16
179,31,Car Purchase,469627.0,81732.0,2026-10-30
180,252,Emergency Fund,616405.0,105466.0,2027-09-25
181,48,Emergency Fund,178416.0,100088.0,2029-04-23
182,417,Emergency Fund,290636.0,217700.0,2027-08-04
183,430,Vacation,713625.0,45082.0,2028-02-06
184,65,House Down Payment,552719.0,12318.0,2027-09-19
185,234,Car Purchase,715498.0,527705.0,2027-08-01
186,17,Car Purchase,175142.0,21485.0,2028-10-28
187,90,Car Purchase,466106.0,184789.0,2028-12-17
188,35,Emergency Fund,804714.0,284028.0,2028-02-27
189,19,Vacation,863209.0,670578.0,2027-07-30
190,127,Vacation,801642.0,464311.0,2028-06-09
191,72,Emergency Fund,822132.0,136078.0,2028-11-13
192,57,Car Purchase,875093.0,555702.0,2027-10-26
193,34,Car Purchase,530701.0,24470.0,2028-01-15
194,159,Emergency Fund,551523.0,144416.0,2027-06-01
195,151,Vacation,833137.0,66271.0,2029-03-25
196,384,Vacation,681426.0,540324.0,2029-01-23
197,341,Emergency Fund,342068.0,257724.0,2028-10-13
198,84,House Down Payment,454593.0,169371.0,2028-12-01
199,158,House Down Payment,91037.0,24921.0,2027-03-14
200,255,House Down Payment,442796.0,156342.0,2027-07-19
201,103,Vacation,581980.0,470162.0,2028-10-22
202,480,Emergency Fund,972960.0,219769.0,2028-03-16
203,130,Car Purchase,621486.0,254506.0,2028-03-20
204,263,House Down Payment,612217.0,225463.0,2026-08-20
205,66,Car Purchase,830619.0,740334.0,2029-01-30
206,341,Vacation,945214.0,175392.0,2027-09-15
207,451,Vacation,214338.0,24987.0,2029-05-11
208,170,Vacation,486366.0,159543.0,2029-06-20
209,5,House Down Payment,259657.0,118989.0,2029-05-13
210,171,Car Purchase,871676.0,332303.0,2029-05-10
211,331,Vacation,512237.0,130156.0,2029-01-21
212,225,House Down Payment,670848.0,75156.0,2027-07-27
213,313,House Down Payment,711731.0,152477.0,2027-08-11
214,312,Car Purchase,51971.0,26723.0,2028-07-26
215,488,Vacation,473262.0,239109.0,2029-05-07
216,136,House Down Payment,865702.0,666526.0,2027-02-16
217,342,Vacation,909761.0,886324.0,2027-08-04
218,278,Car Purchase,599373.0,582562.0,2027-04-05
219,308,Vacation,639960.0,237504.0,2028-08-21
220,85,House Down Payment,630571.0,114476.0,2026-09-11
221,33,Vacation,764236.0,533751.0,2028-09-26
222,214,Emergency Fund,160008.0,145969.0,2027-05-08
223,196,Car Purchase,320435.0,24712.0,2027-11-29
224,285,House Down Payment,604817.0,486363.0,2028-06-19
225,97,Vacation,716732.0,612180.0,2028-07-18
226,340,House Down Payment,419683.0,293679.0,2027-11-21
227,499,Emergency Fund,714314.0,518421.0,2028-12-30
228,405,Vacation,137152.0,23754.0,2028-04-04
229,242,House Down Payment,210483.0,66960.0,2027-06-14
230,19,Vacation,727125.0,45501.0,2029-05-18
231,299,Car Purchase,794015.0,596231.0,2027-05-27
232,396,Emergency Fund,712603.0,318037.0,2028-02-13
233,16,House Down Payment,753218.0,569521.0,2027-06-01
234,285,Emergency Fund,878064.0,499199.0,2026-12-14
235,390,Vacation,710923.0,43678.0,2028-07-23
236,246,House Down Payment,914515.0,813107.0,2027-03-23
237,402,Car Purchase,847259.0,614491.0,2026-11-14
238,98,Emergency Fund,336784.0,129819.0,2029-01-20
239,238,Vacation,97726.0,48065.0,2028-08-14
240,154,Vacation,590710.0,295526.0,2028-10-20
241,384,Vacation,866335.0,214126.0,2027-03-29
242,433,Emergency Fund,119008.0,53966.0,2029-01-17
243,429,Car Purchase,512142.0,135215.0,2026-10-16
244,188,Emergency Fund,214800.0,39408.0,2029-05-23
245,103,House Down Payment,427998.0,260224.0,2026-10-15
246,64,House Down Payment,529248.0,306266.0,2027-06-19
247,348,Vacation,776088.0,301826.0,2028-04-05
248,146,Vacation,101862.0,60982.0,2027-08-30
249,89,Emergency Fund,410601.0,111135.0,2026-08-06
250,116,Car Purchase,279312.0,43128.0,2028-09-09
251,381,Car Purchase,52436.0,29129.0,2026-10-06
252,492,House Down Payment,135825.0,54621.0,2028-11-07
253,243,Vacation,851101.0,31148.0,2029-01-02
254,84,House Down Payment,67874.0,30621.0,2028-08-01
255,83,Car Purchase,297575.0,97967.0,2027-07-25
256,63,Car Purchase,154184.0,31180.0,2027-05-14
257,401,Car Purchase,931201.0,702123.0,2028-12-30
258,474,House Down Payment,242191.0,55523.0,2027-08-17
259,322,Vacation,517428.0,352109.0,2028-02-02
260,484,Car Purchase,281732.0,14760.0,2028-09-30
261,102,Car Purchase,453781.0,164639.0,2028-11-17
262,127,Car Purchase,476468.0,70571.0,2027-12-23
263,43,Car Purchase,165542.0,112837.0,2028-10-28
264,125,Car Purchase,818608.0,82153.0,2029-02-28
265,258,House Down Payment,568439.0,321005.0,2029-05-25
266,365,Car Purchase,135474.0,35129.0,2027-10-24
267,52,Vacation,76607.0,48613.0,2026-08-23
268,400,Car Purchase,683997.0,126172.0,2027-04-04
269,162,Car Purchase,227919.0,27448.0,2026-07-28
270,34,Vacation,490615.0,23323.0,2026-11-05
271,216,Emergency Fund,271065.0,242363.0,2029-05-31
272,5,Car Purchase,850128.0,555916.0,2027-10-10
273,280,Car Purchase,962360.0,727176.0,2026-10-28
274,103,Emergency Fund,761966.0,456625.0,2028-10-03
275,115,House Down Payment,82440.0,32453.0,2027-09-16
276,404,Emergency Fund,764164.0,506301.0,2027-09-24
277,14,House Down Payment,366230.0,81053.0,2028-09-17
278,75,Vacation,533796.0,111262.0,2029-03-11
279,138,Vacation,902710.0,395109.0,2027-10-29
280,215,Vacation,806508.0,742475.0,2026-07-21
281,5,Vacation,427512.0,285229.0,2029-04-22
282,425,Emergency Fund,900107.0,179932.0,2026-12-11
283,217,Car Purchase,706177.0,106207.0,2028-07-12
284,348,Emergency Fund,764751.0,703357.0,2028-05-13
285,31,Vacation,87062.0,18095.0,2028-05-07
286,268,House Down Payment,269243.0,107846.0,2028-03-05
287,43,Vacation,142565.0,66237.0,2028-05-12
288,105,Vacation,81051.0,48447.0,2029-07-09
289,316,House Down Payment,447980.0,229018.0,2028-09-26
290,472,House Down Payment,533574.0,377934.0,2027-11-08
291,42,Emergency Fund,809250.0,204938.0,2028-05-29
292,250,House Down Payment,769565.0,508395.0,2026-11-16
293,268,Car Purchase,880360.0,706250.0,2028-04-05
294,354,House Down Payment,176524.0,87081.0,2027-09-11
295,456,Emergency Fund,874406.0,618922.0,2026-09-09
296,153,House Down Payment,886038.0,547599.0,2028-09-12
297,493,Car Purchase,790029.0,274979.0,2028-04-08
298,462,House Down Payment,572723.0,385275.0,2029-05-02
299,83,House Down Payment,577365.0,551001.0,2028-03-31
300,256,Emergency Fund,179981.0,128646.0,2027-04-22
301,99,Emergency Fund,903454.0,739116.0,2027-01-10
302,271,Emergency Fund,248110.0,55698.0,2026-07-30
303,267,Vacation,174132.0,77295.0,2027-01-29
304,23,House Down Payment,934368.0,833993.0,2028-04-30
305,304,Car Purchase,408433.0,368115.0,2028-06-25
306,228,Emergency Fund,472351.0,81495.0,2028-06-15
307,283,House Down Payment,967105.0,377795.0,2029-03-25
308,216,Vacation,708387.0,633506.0,2029-06-29
309,363,Emergency Fund,772544.0,229418.0,2027-09-15
310,25,Car Purchase,838991.0,277268.0,2027-05-25
311,155,Emergency Fund,637686.0,439952.0,2027-06-09
312,496,Car Purchase,453583.0,80412.0,2028-06-09
313,228,Vacation,868968.0,406152.0,2028-01-13
314,293,Vacation,56404.0,31429.0,2027-01-05
315,189,Emergency Fund,283392.0,253072.0,2026-08-23
316,471,Car Purchase,561895.0,490799.0,2028-01-05
317,172,Car Purchase,82830.0,51634.0,2027-07-05
318,334,Emergency Fund,442747.0,154803.0,2028-12-16
319,77,House Down Payment,913785.0,813904.0,2029-04-22
320,377,Car Purchase,452356.0,246557.0,2027-11-21
321,15,Emergency Fund,890118.0,825689.0,2029-04-24
322,440,House Down Payment,302786.0,241900.0,2028-09-11
323,55,Emergency Fund,187084.0,34055.0,2027-01-15
324,138,Vacation,532103.0,151725.0,2028-04-17
325,25,Emergency Fund,915392.0,147041.0,2026-12-16
326,234,House Down Payment,319433.0,134243.0,2029-01-09
327,394,Car Purchase,839571.0,140562.0,2028-12-17
328,50,House Down Payment,290781.0,231014.0,2029-05-09
329,178,Vacation,270105.0,127072.0,2028-01-31
330,95,Vacation,399886.0,272207.0,2028-07-24
331,366,Vacation,731700.0,581123.0,2029-05-16
332,9,Vacation,813148.0,760678.0,2027-02-07
333,326,Emergency Fund,980651.0,572025.0,2028-10-18
334,199,House Down Payment,331439.0,329443.0,2026-10-16
335,166,Vacation,143871.0,73535.0,2028-05-13
336,381,Car Purchase,614414.0,580734.0,2027-03-11
337,50,Car Purchase,866641.0,754361.0,2028-01-01
338,244,House Down Payment,379377.0,303240.0,2028-05-26
339,256,Emergency Fund,446081.0,145465.0,2029-05-19
340,473,House Down Payment,817059.0,580344.0,2029-02-21
341,363,Vacation,480746.0,16516.0,2028-01-30
342,254,House Down Payment,772807.0,266755.0,2028-03-06
343,149,House Down Payment,395127.0,365777.0,2028-08-16
344,189,Emergency Fund,912330.0,793117.0,2026-11-05
345,94,Emergency Fund,856450.0,408951.0,2028-06-13
346,340,Vacation,594990.0,302629.0,2029-01-05
347,416,Vacation,398212.0,337758.0,2027-03-07
348,398,House Down Payment,516177.0,479615.0,2027-07-16
349,188,Car Purchase,611607.0,536357.0,2027-07-17
350,27,House Down Payment,880455.0,673080.0,2026-12-25
351,452,Car Purchase,447208.0,368693.0,2026-11-29
352,470,Car Purchase,451994.0,243494.0,2028-10-19
353,245,Vacation,868133.0,428792.0,2029-05-15
354,132,House Down Payment,535615.0,74364.0,2029-03-28
355,444,Vacation,853103.0,90760.0,2028-04-20
356,302,Emergency Fund,486294.0,173997.0,2027-12-06
357,303,House Down Payment,876086.0,46074.0,2029-03-11
358,163,Emergency Fund,491713.0,392270.0,2029-04-22
359,198,Emergency Fund,171717.0,144832.0,2026-12-02
360,488,House Down Payment,412991.0,61080.0,2027-04-15
361,334,Vacation,906575.0,481225.0,2028-04-07
362,470,Vacation,396425.0,184261.0,2029-06-29
363,207,Vacation,836387.0,419691.0,2026-11-14
364,22,House Down Payment,341270.0,221061.0,2027-07-25
365,204,Emergency Fund,522623.0,411753.0,2028-03-16
366,414,Emergency Fund,666369.0,528942.0,2028-12-08
367,134,Car Purchase,630463.0,307505.0,2027-03-14
368,240,Vacation,660947.0,624092.0,2029-02-14
369,477,House Down Payment,608753.0,561817.0,2029-07-05
370,472,Vacation,316504.0,284463.0,2028-08-16
371,346,Emergency Fund,927726.0,214215.0,2028-03-14
372,396,Car Purchase,670691.0,96539.0,2027-02-07
373,445,Emergency Fund,589250.0,348699.0,2026-10-09
374,325,Emergency Fund,386845.0,336898.0,2027-05-28
375,430,Vacation,327449.0,123757.0,2029-02-17
376,404,House Down Payment,728853.0,271902.0,2028-04-27
377,1,Car Purchase,828197.0,168732.0,2027-03-12
378,279,Emergency Fund,269618.0,180341.0,2027-01-17
379,121,House Down Payment,573716.0,21175.0,2027-07-26
380,351,Car Purchase,121264.0,102657.0,2028-06-20
381,147,Car Purchase,341088.0,102069.0,2028-03-12
382,179,House Down Payment,181585.0,66522.0,2027-11-25
383,290,Vacation,770492.0,495376.0,2029-06-17
384,199,Car Purchase,210516.0,119258.0,2026-08-13
385,74,Emergency Fund,174506.0,94345.0,2027-10-14
386,152,Vacation,118954.0,41424.0,2026-11-03
387,190,Car Purchase,551772.0,197029.0,2027-08-09
388,59,Vacation,746789.0,640767.0,2028-07-02
389,494,Car Purchase,513760.0,367197.0,2027-08-17
390,230,Vacation,488462.0,263631.0,2026-10-05
391,184,House Down Payment,121974.0,19281.0,2027-09-15
392,340,House Down Payment,747262.0,174198.0,2027-07-16
393,480,Car Purchase,166466.0,154188.0,2027-06-16
394,100,Emergency Fund,870744.0,462173.0,2029-05-22
395,398,Car Purchase,659942.0,659708.0,2027-09-08
396,470,Car Purchase,746648.0,570514.0,2028-07-27
397,89,House Down Payment,521212.0,55839.0,2029-02-27
398,175,Vacation,803611.0,754822.0,2027-10-30
399,76,Car Purchase,521740.0,110275.0,2027-01-29
400,482,Vacation,299559.0,72262.0,2029-01-12
401,374,House Down Payment,506483.0,360034.0,2029-05-23
402,349,Car Purchase,914367.0,384367.0,2028-05-11
403,498,House Down Payment,575449.0,82714.0,2026-10-15
404,110,Vacation,669159.0,312383.0,2027-12-28
405,65,Car Purchase,830074.0,742591.0,2026-09-16
406,53,Emergency Fund,432043.0,44106.0,2028-09-27
407,387,Vacation,871353.0,349401.0,2026-11-10
408,409,Vacation,541710.0,152286.0,2029-01-25
409,478,Emergency Fund,378634.0,255170.0,2027-11-07
410,164,Emergency Fund,383758.0,156354.0,2026-09-14
411,381,House Down Payment,924600.0,267113.0,2028-09-29
412,224,Emergency Fund,120317.0,75282.0,2029-03-06
413,480,Vacation,892661.0,361825.0,2028-12-17
414,430,Vacation,758947.0,537293.0,2026-07-19
415,408,House Down Payment,854116.0,776345.0,2028-08-05
416,252,Vacation,777924.0,731543.0,2029-03-10
417,300,Car Purchase,385932.0,302151.0,2029-06-14
418,182,Vacation,173470.0,74267.0,2028-10-06
419,303,Vacation,774532.0,665418.0,2028-06-22
420,331,Vacation,680343.0,536463.0,2027-11-06
421,264,Emergency Fund,418194.0,91533.0,2028-10-31
422,253,House Down Payment,158952.0,93332.0,2027-10-12
423,254,Car Purchase,883072.0,512311.0,2027-01-30
424,230,Vacation,789757.0,535907.0,2027-09-04
425,316,Car Purchase,440100.0,356940.0,2027-11-11
426,276,Vacation,92934.0,73624.0,2028-11-11
427,221,House Down Payment,675567.0,470992.0,2029-07-05
428,142,Car Purchase,100040.0,69921.0,2027-02-13
429,245,House Down Payment,928909.0,426601.0,2028-02-26
430,249,Emergency Fund,909622.0,570432.0,2028-08-03
431,336,Emergency Fund,122055.0,44446.0,2027-01-06
432,193,Vacation,775130.0,298657.0,2028-07-07
433,135,Vacation,244326.0,77249.0,2027-01-18
434,249,Emergency Fund,497860.0,53188.0,2027-08-17
435,198,House Down Payment,343559.0,175326.0,2028-01-17
436,492,Car Purchase,145208.0,47570.0,2028-12-27
437,301,House Down Payment,93978.0,23133.0,2027-10-24
438,57,Vacation,267464.0,47162.0,2026-09-28
439,55,Car Purchase,379847.0,376191.0,2028-05-17
440,87,Vacation,321339.0,182874.0,2028-08-12
441,232,Vacation,859560.0,794703.0,2029-02-18
442,491,Car Purchase,295847.0,216245.0,2026-09-20
443,170,Car Purchase,364719.0,209950.0,2026-12-21
444,482,Vacation,333682.0,105839.0,2026-12-18
445,4,Emergency Fund,330906.0,248181.0,2028-10-26
446,436,House Down Payment,885894.0,215820.0,2028-10-05
447,329,House Down Payment,919091.0,523429.0,2027-06-15
448,170,House Down Payment,317647.0,94090.0,2028-04-13
449,290,Car Purchase,783708.0,90864.0,2026-10-01
450,75,Vacation,522623.0,144225.0,2027-03-31
451,158,Vacation,498891.0,374334.0,2026-11-23
452,217,Car Purchase,207755.0,104279.0,2028-08-28
453,322,Vacation,201321.0,196604.0,2028-07-10
454,402,Car Purchase,905885.0,759490.0,2027-04-06
455,250,Car Purchase,926735.0,677880.0,2027-01-14
456,85,House Down Payment,748916.0,381639.0,2029-02-09
457,35,Car Purchase,413489.0,223990.0,2026-08-15
458,292,House Down Payment,154398.0,127036.0,2028-04-08
459,468,Vacation,109287.0,39604.0,2027-01-03
460,282,House Down Payment,290631.0,207445.0,2027-05-04
461,439,House Down Payment,352847.0,303786.0,2028-01-19
462,266,Vacation,411537.0,366281.0,2028-01-31
463,348,Emergency Fund,165269.0,18282.0,2028-10-30
464,394,Emergency Fund,176178.0,85523.0,2027-09-20
465,64,Car Purchase,315110.0,260033.0,2027-09-16
466,19,Car Purchase,313982.0,252722.0,2029-06-19
467,446,Emergency Fund,229733.0,17419.0,2027-07-22
468,76,Emergency Fund,91961.0,30440.0,2027-07-31
469,74,House Down Payment,690537.0,103429.0,2026-10-23
470,491,Emergency Fund,295482.0,116913.0,2027-05-14
471,275,House Down Payment,904068.0,312184.0,2027-12-12
472,360,Car Purchase,827509.0,511423.0,2026-12-17
473,143,Vacation,239003.0,84762.0,2027-08-29
474,203,Vacation,402212.0,46783.0,2028-09-14
475,383,Emergency Fund,121485.0,73306.0,2028-02-16
476,244,Emergency Fund,632134.0,389543.0,2028-10-23
477,413,Emergency Fund,119600.0,63496.0,2027-03-25
478,202,Emergency Fund,691599.0,452802.0,2027-12-26
479,147,Vacation,702322.0,181931.0,2027-01-08
480,100,House Down Payment,460753.0,368708.0,2028-12-08
481,170,House Down Payment,718897.0,595415.0,2026-09-22
482,55,Emergency Fund,242529.0,187206.0,2026-10-30
483,433,Emergency Fund,111430.0,12464.0,2028-09-02
484,431,Vacation,285271.0,150195.0,2029-06-06
485,14,Vacation,784169.0,220623.0,2028-07-14
486,352,Car Purchase,51061.0,33053.0,2028-08-15
487,264,Emergency Fund,225974.0,37533.0,2028-09-23
488,324,Car Purchase,863104.0,233969.0,2029-02-25
489,117,House Down Payment,838853.0,654424.0,2029-02-03
490,214,House Down Payment,344355.0,272383.0,2026-12-22
491,342,Emergency Fund,602560.0,428254.0,2027-09-13
492,308,Car Purchase,291774.0,105872.0,2028-07-21
493,355,House Down Payment,735520.0,553449.0,2027-11-25
494,474,Car Purchase,598778.0,463363.0,2028-10-23
495,472,Vacation,936611.0,934067.0,2028-02-03
496,461,Vacation,564907.0,470911.0,2027-04-28
497,382,Vacation,903303.0,808724.0,2028-04-26
498,28,House Down Payment,918058.0,905208.0,2027-01-15
499,349,Emergency Fund,199830.0,163858.0,2026-11-03
500,440,House Down Payment,650552.0,34304.0,2028-05-14
501,331,Car Purchase,413425.0,367088.0,2028-05-20
502,302,House Down Payment,652571.0,635946.0,2028-10-13
503,210,Vacation,517521.0,55272.0,2027-12-27
504,130,Emergency Fund,425457.0,308885.0,2028-04-30
