budget_id,user_id,category,monthly_limit
277,378,Entertainment,49806
278,200,Insurance,45944
279,405,Insurance,14774
280,141,Shopping,5797
281,392,Entertainment,28101
282,312,EMI,46332
283,326,Entertainment,29767
284,130,Insurance,38758
285,372,Entertainment,6321
286,127,Healthcare,5581
287,108,EMI,10282
288,198,Healthcare,34902
289,486,Education,17728
290,4,Utilities,19398
291,174,Entertainment,14972
292,445,Rent,45152
293,388,Healthcare,19829
294,425,Travel,12025
295,53,Utilities,25697
296,207,Insurance,18322
297,137,Utilities,43989
298,292,Utilities,48234
299,262,EMI,13817
300,128,Shopping,25026
301,428,Rent,29320
302,115,Rent,22414
303,180,Entertainment,31709
304,127,Travel,14281
305,204,Rent,44577
306,209,Insurance,31306
307,125,Entertainment,25388
308,120,Healthcare,26395
309,350,Healthcare,41766
310,368,Travel,42167
311,388,Food,31391
312,68,EMI,18731
313,192,Travel,47157
314,89,Healthcare,10856
315,424,Travel,39898
316,92,Healthcare,10773
317,76,Insurance,22078
318,444,Utilities,40200
319,192,EMI,27039
320,385,Healthcare,14832
321,390,Healthcare,16372
322,133,Entertainment,21275
323,221,Shopping,39436
324,452,EMI,22550
325,80,Healthcare,48806
326,367,Food,8074
327,339,Education,49866
328,175,Education,29044
329,147,Rent,17261
330,89,Education,40065
331,234,Insurance,17559
332,115,Insurance,12479
333,467,Travel,48623
334,338,Shopping,29863
335,387,Rent,45343
336,355,Food,46074
337,146,Healthcare,23426
338,432,Education,28466
339,484,Travel,48150
340,328,Education,33044
341,331,Utilities,21968
342,334,Food,9195
343,90,Utilities,19592
344,431,Utilities,30922
345,342,Rent,44309
346,161,Travel,26377
347,328,Rent,21879
348,453,EMI,25082
349,4,Healthcare,26501
350,208,Travel,39688
351,5,Insurance,16901
352,279,Shopping,6086
353,275,Shopping,40095
354,444,Entertainment,38124
355,2,Healthcare,38532
356,264,EMI,14391
357,211,Shopping,8580
358,369,Insurance,32776
359,310,Healthcare,30199
360,2,EMI,15091
361,110,Healthcare,30571
362,450,Travel,40930
363,245,Insurance,39707
364,5,Travel,33029
365,456,Rent,25721
366,486,Rent,20139
367,287,EMI,7856
368,9,Entertainment,48207
369,57,Insurance,18316
370,254,EMI,36155
371,450,Insurance,12272
372,245,Shopping,45881
373,200,Rent,46528
374,162,Rent,33851
375,435,Healthcare,14785
376,239,Healthcare,13780
377,177,EMI,27728
378,333,Rent,6911
379,477,Rent,37750
380,245,Travel,30126
381,99,Shopping,34262
382,449,Utilities,6774
383,148,Entertainment,31314
384,421,Healthcare,16797
385,298,Utilities,34634
386,477,Education,14078
387,133,Education,25186
388,123,Food,24786
389,65,Healthcare,9953
390,61,Rent,25942
391,236,EMI,46756
392,423,Food,45660
393,167,Utilities,26618
394,261,Rent,14875
395,226,Utilities,16416
396,445,Food,27993
397,370,Healthcare,31813
398,289,Healthcare,18926
399,83,Rent,5679
400,1,Shopping,27546
401,299,Shopping,45408
402,103,Education,36630
403,489,Travel,12901
404,323,Travel,28367
405,334,Rent,23745
406,393,Insurance,31521
407,328,Travel,35039
408,30,Shopping,31133
409,75,Healthcare,27328
410,80,Travel,28959
411,4,Rent,17884
412,348,Shopping,35408
413,264,Shopping,26592
414,334,Food,21938
415,2,Entertainment,49648
416,276,Shopping,35261
417,110,Travel,8225
418,493,Insurance,47033
419,317,Rent,7892
420,438,Entertainment,49461
421,375,EMI,21610
422,153,Insurance,48725
423,101,Insurance,13119
424,482,Travel,28269
425,213,Food,24723
426,498,Shopping,35798
427,397,Healthcare,9902
428,210,Healthcare,26901
429,248,Entertainment,34646
430,204,Education,10200
431,431,Entertainment,26646
432,163,Insurance,36990
433,380,Travel,24326
434,226,Shopping,49122
435,149,Food,35050
436,260,Insurance,49979
437,156,Insurance,9454
438,473,EMI,42986
439,192,Utilities,44199
440,245,EMI,19209
441,337,Entertainment,13759
442,312,Education,5349
443,492,Healthcare,43323
444,454,Education,23268
445,184,Entertainment,40827
446,234,Food,7665
447,350,EMI,34771
448,50,Healthcare,37834
449,76,Travel,26364
450,348,EMI,37666
451,140,Shopping,35279
452,274,Insurance,48800
453,277,Shopping,17382
454,194,Education,7645
455,250,Entertainment,14157
456,485,Shopping,37804
457,235,Shopping,33508
458,144,Food,32715
459,157,Utilities,5342
460,459,Healthcare,24694
461,431,Shopping,23050
462,307,Rent,11583
463,178,Entertainment,10773
464,1,Entertainment,27364
465,171,Rent,15859
466,249,EMI,10743
467,149,Rent,39913
468,435,Insurance,33774
469,499,Travel,15467
470,338,Insurance,45997
471,376,Rent,13931
472,301,Healthcare,35444
473,313,Entertainment,14979
474,137,Food,16961
475,236,Entertainment,18422
476,288,Food,8783
477,359,Utilities,36333
478,130,Shopping,40128
479,343,EMI,37394
480,27,Insurance,21986
481,422,Education,31432
482,80,Shopping,8650
483,271,Travel,19776
484,27,Utilities,22398
485,178,Shopping,27267
486,441,Rent,23922
487,405,Utilities,40504
488,290,Education,13692
489,49,Travel,29154
490,281,Utilities,29540
491,492,Rent,41982
492,242,Rent,40611
493,218,Entertainment,21472
494,371,Travel,12332
495,132,Food,14423
496,276,Insurance,30245
497,374,Shopping,37090
498,381,Entertainment,46294
499,427,EMI,20356
500,338,Travel,6559
501,174,EMI,21112
502,111,Rent,37589
503,142,Travel,36572
504,339,Shopping,32954
505,282,Entertainment,21304
506,22,Entertainment,17884
507,208,Insurance,10274
508,142,Rent,37350
509,442,Shopping,17156
510,312,Insurance,13407
511,362,Utilities,48719
512,104,EMI,28062
513,346,Food,43956
514,430,EMI,23607
515,454,Shopping,10018
516,316,Shopping,9811
517,394,Rent,30105
518,424,Rent,27453
519,425,EMI,46181
520,354,Healthcare,49645
521,336,Travel,30344
522,381,Entertainment,43093
523,372,Education,16691
524,30,EMI,19593
525,405,Utilities,48298
526,267,Education,44017
527,374,EMI,43382
528,253,Insurance,44371
529,187,Food,43119
530,369,Food,9638
531,418,Education,38573
532,16,Education,14948
533,96,Shopping,10584
534,427,Travel,39359
535,227,Healthcare,32633
536,75,Education,25484
537,398,Entertainment,27851
538,352,EMI,41910
539,154,Food,44183
540,455,Travel,39424
541,216,Shopping,6751
542,311,Healthcare,19969
543,132,Insurance,11832
544,261,Entertainment,26049
545,273,Shopping,29513
546,449,Travel,37817
547,206,Education,31973
548,481,Food,29015
549,479,Healthcare,11171
550,413,Travel,48244
551,359,Shopping,42767
552,498,Travel,10234
553,183,Shopping,33976
554,440,Utilities,19218
555,300,Entertainment,25546
556,422,Shopping,30277
557,357,Travel,44893
558,358,Insurance,45931
559,215,Food,29745
560,359,Insurance,16327
561,381,Entertainment,18426
562,40,Travel,12984
563,444,Education,12265
564,364,EMI,18676
565,66,Utilities,15161
566,215,Utilities,44165
567,128,Food,30201
568,477,Food,36331
569,335,Education,9910
570,361,Entertainment,23346
571,387,Healthcare,42615
572,370,Healthcare,18945
573,236,Entertainment,40038
574,200,Shopping,49639
575,373,Insurance,34216
576,337,Rent,23752
577,4,Food,21082
578,410,Entertainment,10248
579,441,Utilities,26063
580,38,Entertainment,33968
581,135,Travel,9938
582,96,Rent,16731
583,473,Entertainment,22563
584,225,Shopping,46964
585,239,Shopping,44075
586,322,Entertainment,37858
587,269,Healthcare,12198
588,11,Travel,37707
589,358,Shopping,28497
590,5,EMI,48444
591,471,Entertainment,33324
592,280,Healthcare,17026
593,229,EMI,35758
594,294,Healthcare,37333
595,234,Food,41402
596,322,Food,41979
597,420,Shopping,49950
598,478,Healthcare,38462
599,232,Shopping,44728
600,141,Travel,43061
601,214,Travel,44176
602,111,Insurance,33931
603,252,Shopping,7824
604,471,EMI,13409
605,176,Shopping,29558
606,375,Education,43226
607,129,Healthcare,29654
608,323,Travel,15069
609,477,Shopping,49493
610,427,Rent,45714
611,218,Rent,38082
612,21,EMI,7597
613,248,Utilities,46129
614,242,Insurance,35420
615,228,Rent,21243
616,105,Healthcare,49577
617,193,Entertainment,48927
618,194,Education,12605
619,376,Entertainment,6302
620,329,Travel,34886
621,308,Education,41853
622,140,Healthcare,43687
623,453,Food,8493
624,439,Food,38635
625,257,Shopping,40032
626,265,Utilities,18368
627,48,Education,40684
628,40,Entertainment,24002
629,113,Utilities,29244
630,253,Food,16200
631,139,EMI,46809
632,78,Travel,48227
633,63,EMI,37670
634,274,Education,13872
635,100,Education,38272
636,362,Utilities,44445
637,343,Healthcare,48407
638,310,Food,39548
639,6,Rent,36225
640,133,EMI,12297
641,400,Healthcare,22354
642,411,Food,33479
643,68,Entertainment,9700
644,5,Travel,19639
645,52,Healthcare,18651
646,483,Travel,47453
647,65,Entertainment,43227
648,381,Travel,35854
649,174,Insurance,11328
650,453,Rent,21305
651,75,Education,31806
652,386,Insurance,27811
653,82,Food,49451
654,303,Shopping,37704
655,232,Entertainment,7922
656,25,Food,22952
657,176,Entertainment,48514
658,146,Utilities,15696
659,273,EMI,30818
660,300,Entertainment,15078
661,369,Entertainment,23379
662,229,Travel,20974
663,399,Travel,43074
664,350,Utilities,20945
665,68,Healthcare,34902
666,210,Insurance,16297
667,55,Utilities,14850
668,150,Shopping,38312
669,18,Healthcare,47943
670,429,Education,39305
671,239,Healthcare,29190
672,486,Entertainment,48793
673,49,Entertainment,45470
674,46,Food,18302
675,400,Insurance,42520
676,385,Shopping,26245
677,323,Travel,33411
678,450,Shopping,49313
679,41,Rent,7698
680,382,Entertainment,13471
681,241,EMI,19931
682,45,Insurance,33104
683,129,Healthcare,27718
684,47,Travel,12332
685,135,Education,40332
686,18,Insurance,35829
687,148,Food,24636
688,420,Entertainment,25193
689,70,Travel,48692
690,239,Shopping,41615
691,418,Rent,31240
692,78,EMI,27249
693,223,Utilities,38202
694,39,Entertainment,8572
695,25,Rent,26480
696,314,Insurance,29638
697,203,Rent,13185
698,468,Healthcare,6399
699,141,EMI,19396
700,27,EMI,18146
701,479,EMI,36649
702,158,Entertainment,28651
703,428,Food,45059
704,89,Travel,42807
705,34,Healthcare,40801
706,184,Rent,44012
707,184,Education,46711
708,384,Education,9657
709,3,Rent,19159
710,66,Food,49411
711,208,Rent,26750
712,274,EMI,32162
713,136,Utilities,25013
714,189,Healthcare,35209
715,198,Entertainment,29153
716,235,Healthcare,16259
717,95,Education,12846
718,63,Insurance,44833
719,304,Shopping,35434
720,489,Education,44642
721,182,Rent,24691
722,342,Rent,36760
723,122,Food,17215
724,127,Education,32472
725,361,Travel,24174
726,188,Healthcare,30426
727,212,Rent,12378
728,438,Healthcare,14778
729,359,Rent,23746
730,243,Food,11292
731,167,Education,8041
732,137,Entertainment,37025
733,347,Rent,35828
734,170,Insurance,17406
735,432,EMI,48735
736,128,Insurance,45161
737,19,Education,35112
738,264,Healthcare,45944
739,35,Entertainment,10047
740,59,Education,8303
741,402,Insurance,32899
742,414,EMI,8852
743,318,Rent,47555
744,439,Entertainment,18967
745,192,Insurance,39019
746,225,EMI,27194
747,3,Food,45281
748,419,Education,47763
749,143,Travel,13420
750,153,Utilities,40540
751,10,Travel,49816
752,218,Utilities,14534
753,275,Insurance,46720
754,384,Utilities,21389
755,405,Rent,7248
756,301,Travel,49022
757,242,Entertainment,36982
758,237,EMI,39915
759,335,Shopping,25301
760,242,Education,18415
761,82,Food,27252
762,341,Shopping,31888
763,169,Utilities,10207
764,221,EMI,41833
765,273,Shopping,32868
766,77,Shopping,24916
767,221,Travel,42152
768,292,Education,25689
769,139,Education,47516
770,134,Entertainment,18865
771,156,Utilities,39488
772,7,Entertainment,24496
773,195,Rent,7222
774,256,EMI,14080
775,331,Entertainment,45334
776,209,Insurance,42577
777,128,Entertainment,48716
778,449,EMI,26299
779,190,Rent,42138
780,96,Rent,42366
781,77,Rent,45835
782,108,Insurance,15238
783,146,Education,12693
784,276,Food,49810
785,412,Education,31244
786,348,Utilities,30062
787,104,Food,44552
788,300,Education,25308
789,338,EMI,14286
790,57,Travel,11793
791,36,Rent,13540
792,481,Healthcare,17923
793,390,Rent,37702
794,392,Rent,13909
795,328,Food,43489
796,241,Rent,18910
797,76,Travel,19539
798,391,Entertainment,10889
799,494,Education,12299
800,68,Education,6586
801,223,Healthcare,49416
802,372,Utilities,15516
803,49,Travel,43144
804,394,Entertainment,6042
805,465,Entertainment,26478
806,325,Food,42436
807,194,Travel,40084
808,60,Shopping,22583
809,446,Entertainment,41309
810,194,Rent,28349
811,484,Healthcare,25076
812,24,EMI,13964
813,224,Travel,20144
814,370,Education,36726
815,12,Rent,28334
816,371,Rent,17954
817,427,EMI,10231
818,80,Insurance,12626
819,365,Travel,23429
820,262,EMI,34119
821,342,Rent,38072
822,103,Utilities,28866
823,122,Food,37574
824,263,Entertainment,21954
825,275,Rent,47797
826,250,Entertainment,20682
827,389,Insurance,12837
828,28,Food,10498
829,480,EMI,17352
830,251,Food,9053
831,356,Healthcare,20995
832,369,Food,15858
833,197,Education,8970
834,188,Insurance,34543
835,263,Entertainment,12220
836,297,Entertainment,14025
837,495,EMI,21704
838,277,Healthcare,23031
839,91,Shopping,41056
840,349,EMI,28433
841,243,Rent,16242
842,321,Insurance,11619
843,476,Insurance,12882
844,81,Entertainment,15027
845,322,Entertainment,9434
846,411,Travel,46997
847,9,Education,45018
848,130,Travel,43616
849,436,Insurance,30173
850,181,Insurance,15786
851,295,Entertainment,17051
852,188,Entertainment,49723
853,126,Healthcare,9392
854,334,Entertainment,40289
855,136,Insurance,29113
856,134,Shopping,45579
857,173,Travel,45934
858,36,Education,21427
859,441,Food,7178
860,82,Rent,26292
861,265,Food,26616
862,272,Education,26946
863,23,Insurance,36900
864,36,Shopping,27766
865,3,Healthcare,6910
866,449,Rent,39262
867,37,Education,24977
868,203,Entertainment,46579
869,34,Education,5137
870,83,Entertainment,16972
871,32,Healthcare,38821
872,338,Utilities,35340
873,117,Rent,44213
874,214,Healthcare,7372
875,152,Travel,43452
876,493,Healthcare,40522
877,359,Utilities,17617
878,457,Shopping,44453
879,148,Education,32603
880,275,Rent,36361
881,43,Shopping,47750
882,308,Rent,12508
883,234,Rent,43417
884,209,Education,47201
885,262,Education,10659
886,125,Insurance,28847
887,353,Travel,35800
888,187,Utilities,37204
889,396,Shopping,6554
890,73,EMI,44907
891,221,Travel,42515
892,31,Utilities,11530
893,200,Education,20085
894,13,Utilities,8379
895,129,Education,36820
896,138,Shopping,31886
897,120,Food,15942
898,182,Utilities,49634
899,415,Education,11491
900,121,Entertainment,31647
901,114,Education,11804
902,457,Utilities,11451
903,269,Food,14525
904,209,Entertainment,42894
905,289,Insurance,15711
906,89,Entertainment,32564
907,239,Shopping,37252
908,297,Food,41482
909,488,Shopping,48605
910,391,Travel,24107
911,276,Entertainment,43289
912,172,Travel,45045
913,449,Shopping,15432
914,275,EMI,20998
915,303,EMI,6427
916,221,Entertainment,38040
917,313,Food,5594
918,263,EMI,26479
919,443,Utilities,5188
920,384,Travel,10881
921,88,EMI,33629
922,371,Rent,13534
923,24,Rent,23506
924,374,Food,49470
925,71,Shopping,32054
926,15,Utilities,40598
927,6,EMI,11288
928,351,Education,14953
929,115,Rent,15483
930,288,Shopping,45789
931,222,EMI,46832
932,147,Entertainment,17202
933,388,EMI,28850
934,292,Utilities,36843
935,376,Travel,46553
936,88,Rent,45887
937,450,Rent,11192
938,50,Healthcare,28843
939,196,Insurance,12980
940,310,Rent,39641
941,159,Education,29974
942,126,Utilities,13380
943,170,Food,26100
944,236,Healthcare,24711
945,169,Utilities,19265
946,385,Education,40866
947,243,Rent,42402
948,102,Travel,45111
949,275,Rent,5547
950,292,Travel,26336
951,32,EMI,39879
952,480,Travel,36762
953,393,Shopping,15554
954,130,Shopping,11097
955,230,Shopping,41383
956,96,Rent,49712
957,90,Utilities,30765
958,414,Insurance,19936
959,296,Food,23038
960,429,Utilities,8001
961,272,Shopping,26195
962,478,Healthcare,6821
963,24,Food,49247
964,477,Rent,36347
965,391,Utilities,5922
966,416,EMI,14882
967,1,Food,46542
968,119,Travel,8978
969,263,EMI,45814
970,166,Rent,35523
971,451,Healthcare,25164
972,72,Travel,16516
973,182,Entertainment,30457
974,93,Entertainment,14169
975,491,Utilities,23475
976,207,Insurance,43270
977,408,Utilities,29569
978,482,Travel,45780
979,83,Travel,11417
980,299,Rent,47634
981,383,Education,14956
982,411,Education,25037
983,294,Rent,37064
984,498,Education,33982
985,56,Entertainment,31716
986,368,Healthcare,19856
987,469,Shopping,36502
988,255,Insurance,44284
989,468,Rent,14255
990,232,Travel,29077
991,214,Education,40002
992,117,Shopping,20062
993,433,Entertainment,22124
994,385,EMI,12459
995,70,Insurance,16022
996,8,Travel,33446
997,77,Healthcare,14171
998,379,EMI,29613
999,120,EMI,23625
1000,199,Healthcare,25324
1001,297,Insurance,26310
1002,256,Insurance,15813
1003,383,Travel,49231
1004,155,Insurance,24601
1005,489,Rent,32863
1006,452,Food,44373
1007,44,Rent,40621
1008,117,EMI,6048
1009,480,EMI,42405
1010,286,Utilities,46087
1011,246,Rent,12388
1012,284,Healthcare,30605
1013,29,Utilities,39833
1014,277,Insurance,16516
1015,216,Utilities,26446
1016,475,Insurance,16617
1017,70,Travel,19040
1018,46,Entertainment,7555
1019,380,Rent,45382
1020,368,Insurance,46117
1021,258,Entertainment,39854
1022,18,Utilities,10342
1023,280,Travel,25189
1024,43,Utilities,5168
1025,353,Travel,9835
1026,208,Travel,30785
1027,116,Shopping,21599
1028,166,Education,9752
1029,442,Entertainment,17511
1030,219,EMI,31103
1031,89,Utilities,48758
1032,277,Travel,24960
1033,408,EMI,45028
1034,39,Education,39833
1035,442,Rent,10214
1036,173,Insurance,12793
1037,215,Travel,42222
1038,168,Utilities,5896
1039,29,EMI,20068
1040,198,Entertainment,49738
1041,149,Insurance,9930
1042,320,Insurance,12543
1043,351,Healthcare,23990
1044,157,Healthcare,32720
1045,118,Insurance,23181
1046,327,Travel,33455
1047,407,EMI,18228
1048,80,EMI,25433
1049,2,Travel,9103
1050,316,EMI,31513
1051,312,Entertainment,37156
1052,94,Insurance,39220
1053,462,Entertainment,49707
1054,83,Food,29849
1055,378,Insurance,34999
1056,71,Healthcare,31337
1057,406,Shopping,36011
1058,409,Insurance,21318
1059,426,Shopping,15255
1060,111,Entertainment,48294
1061,5,Shopping,21479
1062,455,Education,7810
1063,274,Food,34958
1064,371,Shopping,14285
1065,177,Education,6006
1066,372,Utilities,27214
1067,4,Travel,17215
1068,296,Healthcare,21481
1069,74,Entertainment,14972
1070,122,Education,11486
1071,177,Utilities,26991
1072,164,Entertainment,40999
1073,135,Shopping,32929
1074,107,Shopping,29561
1075,215,Healthcare,47296
1076,38,Entertainment,20724
1077,412,Food,24466
1078,374,Healthcare,48058
1079,24,Insurance,36856
1080,272,EMI,16182
1081,467,Entertainment,47977
1082,172,Insurance,18182
1083,469,Education,18310
1084,475,Food,41013
1085,235,Healthcare,43037
1086,12,Education,47650
1087,365,Utilities,7307
1088,46,Travel,23901
1089,212,Entertainment,30206
1090,75,Education,19440
1091,159,Rent,38253
1092,354,Food,31777
1093,134,Travel,17085
1094,346,Shopping,11798
1095,390,Insurance,38945
1096,51,Insurance,11714
1097,294,Food,32965
1098,459,Insurance,20081
1099,80,Travel,47041
1100,341,Food,29527
1101,81,Food,41253
1102,51,Insurance,26997
1103,417,Food,22033
1104,185,Shopping,34793
1105,384,EMI,12555
1106,195,Insurance,17015
1107,398,Insurance,8509
1108,149,Travel,24874
1109,205,Rent,24270
1110,100,Utilities,7742
1111,233,Rent,41911
1112,44,Rent,39296
1113,160,Entertainment,14028
1114,176,Shopping,10239
1115,303,Insurance,45205
1116,144,Food,14794
1117,403,Travel,44737
1118,35,Shopping,46646
1119,222,EMI,31034
1120,477,Food,30047
1121,190,Rent,38696
1122,393,Travel,22226
1123,84,Food,11955
1124,129,Insurance,38741
1125,311,Food,43641
1126,260,EMI,47139
1127,110,Healthcare,13449
1128,199,Food,40162
1129,214,Entertainment,17226
1130,11,Utilities,28307
1131,280,Travel,6659
1132,290,Utilities,27702
1133,381,Insurance,28382
1134,236,Healthcare,5634
1135,75,Travel,23936
1136,115,Food,29255
1137,352,Healthcare,24241
1138,231,Healthcare,21756
1139,147,Insurance,6038
1140,146,Travel,21611
1141,223,Food,23501
1142,366,Food,29814
1143,471,Healthcare,42346
1144,390,Travel,31003
1145,8,Travel,35075
1146,415,Education,44018
1147,77,EMI,31594
1148,26,Utilities,24546
1149,168,Utilities,7399
1150,208,Rent,6581
1151,185,Utilities,13825
1152,361,Insurance,25492
1153,209,Rent,36824
1154,192,Entertainment,31092
1155,278,Utilities,15672
1156,379,Shopping,47802
1157,305,Education,25361
1158,261,EMI,47012
1159,157,Shopping,17287
1160,262,Healthcare,47682
1161,352,EMI,5348
1162,482,Travel,32330
1163,483,Entertainment,24436
1164,292,Entertainment,45395
1165,377,EMI,41853
1166,410,Insurance,28066
1167,294,Shopping,31564
1168,439,Shopping,16361
1169,272,Entertainment,7581
1170,159,Education,5846
1171,324,Healthcare,44009
1172,368,Education,27796
1173,130,Rent,46881
1174,484,Insurance,6221
1175,480,Rent,40597
1176,449,Food,44147
1177,129,Food,9206
1178,318,Food,23791
1179,137,Rent,14263
1180,178,Insurance,37814
1181,165,Shopping,33014
1182,18,Utilities,34334
1183,137,Utilities,16344
1184,313,Rent,19047
1185,240,Rent,36293
1186,10,EMI,28099
1187,122,Shopping,9401
1188,433,Rent,13259
1189,54,Travel,36109
1190,68,Shopping,47069
1191,373,Rent,41411
1192,5,Utilities,7686
1193,263,Education,21976
1194,494,Healthcare,35582
1195,236,Entertainment,7322
