investment_id,user_id,investment_type,amount,purchase_date,current_value
292,467,Cryptocurrency,368614,2025-07-15,330517.14
293,384,Mutual Funds,293858,2025-11-24,315277.7
294,5,Cryptocurrency,361238,2025-03-01,391344.82
295,286,Fixed Deposits,426603,2025-04-14,548256.56
296,317,Fixed Deposits,363380,2025-07-15,336939.03
297,283,Gold,426990,2025-07-12,521826.92
298,308,Mutual Funds,137083,2025-11-29,166028.8
299,224,Gold,479852,2025-03-24,511776.47
300,144,Cryptocurrency,56588,2024-12-29,76524.77
301,341,Gold,354008,2026-03-20,462733.27
302,210,Cryptocurrency,277417,2025-01-15,433149.99
303,140,Cryptocurrency,496604,2026-04-27,670582.63
304,132,Cryptocurrency,39855,2024-12-14,37416.38
305,336,Gold,297115,2025-04-10,264315.78
306,274,Fixed Deposits,31716,2025-06-04,31604.55
307,151,Gold,288612,2024-10-19,420853.92
308,233,Mutual Funds,259130,2025-03-05,279639.41
309,175,Cryptocurrency,373689,2025-01-28,513060.81
310,272,Stocks,319653,2024-09-29,496577.64
311,474,Gold,136503,2025-03-14,167960.54
312,18,Gold,211741,2025-12-22,197600.13
313,500,Gold,52711,2026-07-15,60475.63
314,37,Cryptocurrency,30360,2025-03-13,39661.15
315,10,Stocks,99669,2024-10-08,90723.11
316,61,Fixed Deposits,485420,2026-07-15,424772.41
317,292,Stocks,157384,2025-01-05,138581.4
318,184,Gold,216000,2024-09-17,203719.82
319,247,Fixed Deposits,135531,2025-10-04,184098.05
320,467,Mutual Funds,392806,2025-12-14,471597.62
321,179,Stocks,230406,2024-12-02,327328.29
322,274,Stocks,412348,2024-08-27,537131.21
323,233,Fixed Deposits,71315,2024-11-05,90370.26
324,165,Stocks,452848,2024-11-18,474587.12
325,250,Gold,85760,2025-05-30,118084.24
326,60,Fixed Deposits,234644,2024-08-05,219614.71
327,431,Gold,300316,2026-04-02,373944.03
328,483,Cryptocurrency,182460,2025-11-22,273037.63
329,137,Cryptocurrency,236372,2025-12-27,330073.83
330,405,Cryptocurrency,12017,2024-09-10,10931.32
331,10,Gold,377848,2025-07-08,549501.52
332,332,Stocks,208988,2025-04-02,319240.91
333,85,Fixed Deposits,381901,2025-09-28,354190.02
334,75,Gold,264643,2024-12-02,300453.88
335,76,Mutual Funds,274096,2026-04-06,224309.86
336,487,Gold,295901,2025-03-16,372957.2
337,153,Mutual Funds,444701,2025-10-13,688160.63
338,389,Mutual Funds,271708,2025-11-23,304479.55
339,183,Stocks,412564,2026-06-21,590977.07
340,284,Stocks,413675,2025-12-08,375990.1
341,194,Cryptocurrency,326471,2025-08-01,377174.84
342,151,Cryptocurrency,170169,2024-10-30,203112.39
343,59,Stocks,236593,2026-05-01,301343.11
344,292,Cryptocurrency,159132,2026-05-29,192836.19
345,25,Mutual Funds,451424,2026-01-26,656646.56
346,250,Mutual Funds,219252,2025-12-18,331884.19
347,230,Mutual Funds,402327,2025-09-02,607776.95
348,211,Gold,405739,2025-02-14,520615.84
349,232,Gold,230469,2024-08-16,325254.52
350,131,Gold,74037,2026-05-09,69892.52
351,70,Stocks,490947,2024-08-09,448781.65
352,35,Cryptocurrency,270962,2026-06-06,379798.07
353,66,Cryptocurrency,464595,2025-09-28,500857.29
354,85,Fixed Deposits,302142,2025-03-02,277590.33
355,481,Stocks,301118,2025-12-16,268861.91
356,218,Gold,71033,2026-06-15,73233.63
357,223,Stocks,423934,2025-04-11,473384.2
358,339,Cryptocurrency,393188,2024-09-15,609951.65
359,303,Cryptocurrency,384394,2025-02-24,358701.62
360,453,Gold,410159,2025-09-15,563128.37
361,401,Stocks,131954,2024-11-12,129749.38
362,414,Mutual Funds,424901,2025-01-15,511073.23
363,260,Gold,196545,2025-08-09,241375.36
364,115,Fixed Deposits,94466,2024-11-24,150724.13
365,420,Fixed Deposits,473237,2025-08-03,616927.22
366,247,Gold,290082,2025-12-16,282366.41
367,175,Gold,90830,2025-05-06,129134.54
368,113,Gold,184058,2025-04-12,148873.44
369,497,Mutual Funds,445397,2024-11-27,468504.73
370,125,Fixed Deposits,102483,2026-04-08,134790.01
371,12,Fixed Deposits,87860,2024-07-29,108515.93
372,127,Mutual Funds,177974,2025-01-12,146319.52
373,411,Cryptocurrency,195180,2026-03-10,278179.8
374,126,Stocks,215341,2024-10-30,301099.9
375,115,Cryptocurrency,273321,2026-03-05,419068.4
376,467,Cryptocurrency,100407,2024-11-20,82803.91
377,461,Fixed Deposits,190409,2025-12-28,290603.91
378,210,Mutual Funds,432862,2025-02-19,487675.98
379,240,Mutual Funds,130314,2026-03-17,127936.48
380,473,Fixed Deposits,182581,2025-04-07,234467.78
381,205,Stocks,418844,2025-10-25,342351.96
382,13,Mutual Funds,395671,2025-04-26,518253.75
383,332,Stocks,431631,2025-02-14,632433.73
384,416,Stocks,378924,2025-02-28,413530.67
385,52,Fixed Deposits,141342,2025-07-02,170462.05
386,328,Cryptocurrency,304747,2024-11-25,408260.02
387,219,Cryptocurrency,284236,2025-11-24,239007.14
388,58,Mutual Funds,377308,2024-10-05,466924.1
389,336,Stocks,384431,2026-02-09,424964.68
390,292,Mutual Funds,74167,2025-10-20,91590.79
391,4,Cryptocurrency,19500,2025-10-23,16017.36
392,273,Stocks,396707,2026-02-08,555802.01
393,231,Fixed Deposits,255366,2025-12-01,403469.93
394,9,Stocks,177830,2024-12-19,231644.72
395,160,Cryptocurrency,340323,2025-07-05,278971.73
396,94,Stocks,358352,2025-04-14,396761.49
397,405,Fixed Deposits,48984,2026-06-14,48994.35
398,53,Gold,352909,2024-10-10,303543.92
399,410,Mutual Funds,37361,2026-04-22,43403.75
400,336,Mutual Funds,68689,2025-10-25,95258.13
401,71,Gold,183763,2025-06-19,152382.1
402,218,Cryptocurrency,54391,2026-05-26,47176.69
403,292,Gold,165960,2025-03-03,191642.36
404,457,Gold,416100,2025-07-27,386834.23
405,126,Fixed Deposits,407578,2024-11-16,349874.12
406,316,Fixed Deposits,260660,2025-09-03,319030.73
407,284,Cryptocurrency,321546,2025-07-15,277365.81
408,202,Cryptocurrency,215182,2025-09-09,250359.2
409,479,Stocks,61597,2026-01-24,96059.28
410,475,Cryptocurrency,54299,2025-11-30,64761.59
411,466,Cryptocurrency,180914,2026-06-29,286656.36
412,241,Fixed Deposits,10424,2025-09-06,10051.96
413,30,Stocks,300072,2025-07-01,296234.86
414,226,Cryptocurrency,121054,2025-09-05,187765.92
415,348,Fixed Deposits,23632,2025-11-07,35587.44
416,205,Mutual Funds,236895,2025-11-01,267225.68
417,366,Mutual Funds,394686,2024-12-28,363072.73
418,283,Fixed Deposits,357094,2026-05-19,294320.67
419,335,Fixed Deposits,16501,2026-07-07,20773.28
420,261,Gold,100544,2026-03-27,88106.51
421,455,Mutual Funds,46987,2024-08-06,38275.65
422,199,Stocks,427932,2025-07-20,505927.78
423,430,Fixed Deposits,470786,2026-07-08,412171.68
424,489,Fixed Deposits,161805,2025-09-26,197930.17
425,248,Stocks,482829,2024-08-29,748942.87
426,477,Gold,324665,2025-01-24,425402.38
427,265,Stocks,44585,2025-06-30,70569.22
428,306,Mutual Funds,93352,2025-02-09,133622.09
429,430,Stocks,479323,2025-04-22,456926.92
430,91,Fixed Deposits,450404,2025-11-14,609921.15
431,292,Cryptocurrency,167992,2025-09-05,251316.34
432,104,Cryptocurrency,382903,2025-06-03,414212.68
433,300,Mutual Funds,378214,2024-09-07,500937.67
434,413,Stocks,121374,2024-07-17,167532.45
435,107,Gold,363139,2025-11-05,410251.37
436,18,Fixed Deposits,253625,2026-06-26,258140.61
437,27,Mutual Funds,39074,2024-11-21,60062.62
438,125,Cryptocurrency,231818,2026-03-04,278436.94
439,342,Gold,385378,2024-08-15,423874.76
440,111,Mutual Funds,486249,2026-04-26,560145.58
441,187,Gold,230741,2024-09-25,338601.18
442,465,Gold,241070,2024-11-06,376643.55
443,433,Cryptocurrency,338472,2025-09-08,270981.29
444,398,Stocks,52518,2025-06-30,78299.85
445,91,Gold,391776,2024-10-12,364740.76
446,439,Gold,492674,2026-06-13,532773.8
447,293,Stocks,210930,2024-12-01,175816.92
448,302,Cryptocurrency,414827,2026-01-13,636908.17
449,159,Cryptocurrency,487242,2025-01-30,605238.35
450,226,Mutual Funds,295489,2026-06-04,383714.58
451,267,Fixed Deposits,180593,2025-12-11,172018.87
452,6,Mutual Funds,303619,2026-06-14,439367.07
453,212,Cryptocurrency,262164,2024-08-22,408950.26
454,500,Gold,183223,2025-07-11,171821.75
455,175,Mutual Funds,341275,2025-03-04,378315.97
456,10,Mutual Funds,177100,2025-12-19,185406.68
457,275,Mutual Funds,201622,2026-06-12,167875.98
458,446,Stocks,130441,2025-11-18,181441.94
459,321,Fixed Deposits,260508,2025-10-18,249762.58
460,363,Stocks,387033,2026-01-04,565876.12
461,163,Mutual Funds,297530,2024-11-05,267843.4
462,263,Stocks,70130,2024-11-25,69617.48
463,296,Fixed Deposits,106487,2025-12-26,136211.31
464,494,Stocks,225898,2025-11-28,215847.47
465,164,Gold,89484,2024-07-29,108376.37
466,428,Mutual Funds,218033,2025-12-31,272841.81
467,246,Mutual Funds,447954,2024-12-30,364957.3
468,203,Gold,256420,2026-05-30,313754.84
469,130,Gold,160302,2025-02-24,153904.71
470,214,Stocks,15963,2025-08-30,21595.34
471,117,Stocks,65989,2025-08-18,66234.27
472,388,Fixed Deposits,43887,2025-08-14,62956.68
473,462,Stocks,96199,2026-03-08,124942.57
474,454,Fixed Deposits,464607,2024-07-30,442877.77
475,424,Fixed Deposits,39939,2024-09-22,35071.98
476,251,Mutual Funds,43230,2026-05-05,35242.08
477,348,Stocks,155138,2025-01-10,215405.26
478,265,Stocks,261485,2025-03-30,331159.03
479,233,Gold,290409,2026-01-10,404932.46
480,74,Cryptocurrency,378542,2025-08-07,372834.64
481,111,Fixed Deposits,230928,2024-08-25,266831.08
482,243,Gold,369764,2026-02-16,379681.81
483,254,Gold,402849,2026-04-04,636402.58
484,113,Gold,142619,2026-04-23,213103.78
485,134,Cryptocurrency,271218,2025-10-28,407600.25
486,105,Cryptocurrency,283470,2024-10-31,310583.17
487,327,Stocks,387630,2024-07-24,569177.72
488,257,Fixed Deposits,480769,2026-02-18,737103.8
489,179,Gold,286752,2025-06-20,275796.28
490,272,Mutual Funds,300513,2025-02-02,386910.4
491,147,Gold,291019,2026-07-07,450989.91
492,283,Fixed Deposits,51115,2026-04-30,52593.47
493,463,Cryptocurrency,268738,2024-10-16,276389.45
494,376,Cryptocurrency,280830,2024-10-27,257523.63
495,448,Cryptocurrency,13337,2025-07-04,18170.35
496,206,Stocks,288609,2024-10-11,341828.95
497,136,Stocks,395444,2025-07-08,456193.49
498,182,Stocks,453568,2026-04-24,540368.12
499,376,Stocks,285191,2026-03-14,336482.36
500,90,Gold,189104,2026-04-11,185675.67
501,491,Mutual Funds,240695,2025-10-18,196527.19
502,178,Cryptocurrency,211952,2026-06-07,216415.21
503,137,Fixed Deposits,97381,2025-08-25,138724.39
504,199,Gold,221846,2024-08-27,238037.45
505,388,Stocks,242367,2024-08-21,257489.94
506,456,Stocks,360384,2024-12-08,488416.04
507,256,Stocks,325609,2026-02-09,464506.13
508,97,Fixed Deposits,185275,2024-11-12,166536.69
509,110,Stocks,221380,2026-07-16,323227.76
510,336,Gold,444138,2024-11-14,444319.16
511,66,Stocks,138098,2024-10-08,134380.64
512,413,Cryptocurrency,285555,2024-08-02,229831.62
513,341,Fixed Deposits,194527,2024-08-27,179737.45
514,149,Fixed Deposits,150031,2026-02-10,219228.66
515,61,Fixed Deposits,164268,2025-08-23,211655.79
516,91,Cryptocurrency,119243,2025-10-23,189721.73
517,148,Fixed Deposits,165876,2026-03-24,245103.67
518,133,Fixed Deposits,92100,2025-02-15,146289.06
519,451,Stocks,375783,2025-03-30,302093.3
520,149,Stocks,354453,2025-07-03,442490.06
521,93,Cryptocurrency,138921,2026-05-11,136533.06
522,279,Cryptocurrency,407451,2026-07-05,463384.06
523,305,Stocks,276131,2026-04-07,292276.32
524,373,Stocks,230839,2025-02-05,241275.74
525,243,Gold,355261,2025-06-07,332782.31
526,218,Fixed Deposits,47596,2025-11-20,38465.16
527,491,Stocks,181474,2026-05-06,175417.76
528,185,Stocks,439044,2025-11-04,552370.05
529,375,Gold,85914,2024-10-21,72728.16
530,1,Gold,464097,2026-01-08,581616.66
531,60,Mutual Funds,426100,2025-06-30,551903.13
532,85,Stocks,485352,2026-01-12,641877.78
533,10,Gold,151612,2026-05-28,160310.61
534,26,Cryptocurrency,56190,2025-05-20,66437.93
535,139,Mutual Funds,135549,2025-02-21,185665.06
536,280,Stocks,94643,2025-08-27,120401.15
