investment_id,user_id,investment_type,amount,purchase_date,current_value,profit,roi,profit_status
115,51,Gold,151346.0,2025-06-21,169701.64,18355.640000000014,12.128262392134587,Profit
116,100,Stocks,430949.0,2026-01-13,359224.39,-71724.60999999999,-16.643410241119017,Loss
117,1,Mutual Funds,178163.0,2026-05-25,235513.73,57350.73000000001,32.19003384541123,Profit
118,467,Mutual Funds,102105.0,2025-07-01,149159.42,47054.42000000001,46.08434454727977,Profit
119,480,Fixed Deposits,213793.0,2024-08-21,237141.21,23348.209999999992,10.920942219810748,Profit
120,80,Cryptocurrency,53314.0,2025-11-12,56192.63,2878.6299999999974,5.399388528341518,Profit
121,235,Gold,176731.0,2025-08-22,194256.58,17525.579999999987,9.916528509429577,Profit
122,211,Gold,462971.0,2025-01-12,735633.81,272662.81000000006,58.8941445576505,Profit
123,180,Fixed Deposits,470565.0,2024-09-18,734195.48,263630.48,56.02424319700785,Profit
124,295,Stocks,394762.0,2025-11-18,410068.94,15306.940000000002,3.8775110066318446,Profit
125,28,Gold,177983.0,2024-09-08,190347.08,12364.079999999987,6.946775815667781,Profit
126,399,Cryptocurrency,103631.0,2025-04-27,149723.47,46092.47,44.47749225617817,Profit
127,439,Fixed Deposits,340578.0,2024-09-05,542639.72,202061.71999999997,59.32905824803715,Profit
128,243,Mutual Funds,274483.0,2026-05-13,400233.68,125750.68,45.81364966136336,Profit
129,313,Cryptocurrency,34777.0,2025-10-27,29926.28,-4850.720000000001,-13.948069126146596,Loss
130,235,Cryptocurrency,94227.0,2024-08-21,115342.42,21115.42,22.409097180213738,Profit
131,37,Fixed Deposits,87113.0,2026-01-20,111199.35,24086.350000000006,27.649547139921715,Profit
132,158,Gold,437551.0,2026-05-09,435316.14,-2234.859999999986,-0.5107656021812282,Loss
133,91,Mutual Funds,306490.0,2025-02-07,308259.63,1769.6300000000047,0.5773858853469949,Profit
134,11,Mutual Funds,40962.0,2025-11-13,50631.65,9669.650000000001,23.60639128948782,Profit
135,230,Cryptocurrency,72321.0,2024-07-31,86965.77,14644.770000000004,20.249678516613436,Profit
136,440,Cryptocurrency,124657.0,2025-02-14,188189.88,63532.880000000005,50.96615512967584,Profit
137,315,Stocks,392982.0,2025-07-15,616842.95,223860.94999999995,56.96468286079259,Profit
138,366,Gold,167974.0,2024-07-18,203619.71,35645.70999999999,21.220968721349728,Profit
139,259,Fixed Deposits,407547.0,2025-05-13,562497.86,154950.86,38.020365749226464,Profit
140,282,Fixed Deposits,258757.0,2025-10-10,308399.27,49642.27000000002,19.18489934571819,Profit
141,416,Gold,441652.0,2026-02-10,406255.13,-35396.869999999995,-8.014651807305299,Loss
142,323,Stocks,392754.0,2025-11-18,594795.74,202041.74,51.442312490770306,Profit
143,173,Gold,371156.0,2025-09-08,298898.69,-72257.31,-19.468177801247993,Loss
144,95,Cryptocurrency,359678.0,2024-10-02,387389.75,27711.75,7.704599669704569,Profit
145,274,Fixed Deposits,455453.0,2025-06-23,513793.48,58340.47999999998,12.80933049074218,Profit
146,332,Gold,206435.0,2024-12-18,305682.8,99247.79999999999,48.0770218228498,Profit
147,15,Mutual Funds,364841.0,2025-03-26,562490.84,197649.83999999997,54.17424028549422,Profit
148,371,Cryptocurrency,110172.0,2024-09-19,95107.31,-15064.690000000002,-13.673791889046221,Loss
149,248,Gold,479663.0,2025-10-20,750007.47,270344.47,56.36133493723718,Profit
150,227,Mutual Funds,281639.0,2025-09-15,349547.02,67908.02000000002,24.11172458359816,Profit
151,131,Fixed Deposits,167786.0,2026-03-30,154450.54,-13335.459999999992,-7.9478979175854905,Loss
152,344,Stocks,144527.0,2025-02-07,225435.27,80908.26999999999,55.98142215641367,Profit
153,35,Mutual Funds,118012.0,2025-02-05,168005.02,49993.01999999999,42.36265803477612,Profit
154,193,Stocks,198563.0,2024-11-01,316559.28,117996.28000000003,59.4251094111189,Profit
155,227,Gold,458977.0,2025-02-09,518297.19,59320.19,12.924436300729667,Profit
156,297,Stocks,149344.0,2026-01-11,209137.59,59793.59,40.03749062566959,Profit
157,98,Gold,341830.0,2025-01-14,274140.18,-67689.82,-19.802188222215722,Loss
158,447,Fixed Deposits,449582.0,2025-08-13,405068.39,-44513.609999999986,-9.9011103647388,Loss
159,59,Mutual Funds,147095.0,2025-02-01,163839.59,16744.589999999997,11.383520853869946,Profit
160,226,Mutual Funds,384679.0,2025-12-29,594645.65,209966.65000000002,54.582301087400154,Profit
161,227,Gold,128984.0,2025-02-23,122500.07,-6483.929999999993,-5.02692582025677,Loss
162,87,Fixed Deposits,428794.0,2026-01-24,363974.97,-64819.03000000003,-15.116589784371989,Loss
163,224,Mutual Funds,188011.0,2025-09-22,239423.6,51412.600000000006,27.34552765529677,Profit
164,313,Gold,114535.0,2024-11-17,115250.28,715.2799999999988,0.6245077923778747,Profit
165,382,Cryptocurrency,334776.0,2025-08-26,441677.2,106901.20000000001,31.932157621812795,Profit
166,359,Fixed Deposits,332677.0,2026-01-07,297749.02,-34927.97999999998,-10.499066662257981,Loss
167,137,Cryptocurrency,450709.0,2024-10-03,491879.18,41170.17999999999,9.134536918499519,Profit
168,389,Fixed Deposits,334440.0,2025-06-20,321275.4,-13164.599999999977,-3.9363114459992756,Loss
169,240,Stocks,471652.0,2025-04-12,464405.81,-7246.190000000002,-1.5363424728401454,Loss
170,281,Cryptocurrency,313494.0,2024-12-20,338392.5,24898.5,7.942257268081685,Profit
171,326,Cryptocurrency,120835.0,2025-12-21,179327.98,58492.98000000001,48.407315761161925,Profit
172,63,Fixed Deposits,60762.0,2026-01-28,84097.54,23335.539999999994,38.40482538428623,Profit
173,207,Cryptocurrency,151606.0,2025-04-03,139138.21,-12467.790000000008,-8.223810403282197,Loss
174,488,Mutual Funds,302902.0,2025-09-18,451672.18,148770.18,49.11495467180804,Profit
175,463,Cryptocurrency,159995.0,2026-01-10,243607.51,83612.51000000001,52.259451857870566,Profit
176,382,Stocks,109513.0,2025-06-01,134730.86,25217.859999999986,23.027275300649226,Profit
177,282,Stocks,48575.0,2025-07-07,60602.23,12027.230000000003,24.760123520329394,Profit
178,395,Cryptocurrency,213148.0,2025-11-09,216140.43,2992.429999999993,1.4039212190590542,Profit
179,56,Stocks,234084.0,2026-02-07,229876.08,-4207.920000000013,-1.7976111139590971,Loss
180,243,Gold,419140.0,2024-08-02,434280.38,15140.380000000005,3.612248890585486,Profit
181,489,Cryptocurrency,38317.0,2025-04-19,54395.91,16078.910000000003,41.9628624370384,Profit
182,143,Cryptocurrency,91786.0,2026-01-16,120901.95,29115.949999999997,31.72155884339659,Profit
183,54,Stocks,379327.0,2025-01-25,341042.61,-38284.390000000014,-10.092714201730963,Loss
184,156,Cryptocurrency,55719.0,2025-07-31,52170.6,-3548.4000000000015,-6.368384213643463,Loss
185,489,Mutual Funds,159593.0,2025-08-27,145039.3,-14553.700000000012,-9.119259616649861,Loss
186,62,Mutual Funds,163609.0,2026-02-02,145321.73,-18287.26999999999,-11.177423002402062,Loss
187,255,Gold,156533.0,2025-11-12,214339.81,57806.81,36.92947174078309,Profit
188,425,Mutual Funds,122422.0,2025-10-03,188327.12,65905.12,53.83437617421705,Profit
189,111,Fixed Deposits,115393.0,2025-12-27,165888.23,50495.23000000001,43.75935282036173,Profit
190,288,Cryptocurrency,59077.0,2026-06-05,90742.71,31665.710000000006,53.60074140528464,Profit
191,363,Gold,419298.0,2026-06-08,526835.01,107537.01000000001,25.64691698982585,Profit
192,164,Stocks,311176.0,2024-12-16,397647.42,86471.41999999998,27.78858909427462,Profit
193,156,Gold,202912.0,2025-12-28,268300.2,65388.20000000001,32.224905377700686,Profit
194,269,Gold,283833.0,2026-01-25,304408.65,20575.650000000023,7.249209922736265,Profit
195,374,Gold,117707.0,2025-01-24,185989.08,68282.07999999999,58.010211797089376,Profit
196,96,Stocks,246232.0,2024-10-16,234733.48,-11498.51999999999,-4.6697910913284995,Loss
197,193,Stocks,388660.0,2025-03-01,392615.07,3955.070000000007,1.017616940256267,Profit
198,185,Mutual Funds,284084.0,2025-09-14,417847.61,133763.61,47.08593584995987,Profit
199,98,Cryptocurrency,319833.0,2026-05-18,327303.67,7470.669999999984,2.3358033723849583,Profit
200,117,Fixed Deposits,458747.0,2024-12-27,726414.54,267667.54000000004,58.34752924814768,Profit
201,93,Stocks,30917.0,2025-11-24,29117.88,-1799.119999999999,-5.819193324061192,Loss
202,135,Mutual Funds,82554.0,2026-06-16,95818.88,13264.880000000005,16.068125105991236,Profit
203,191,Cryptocurrency,400385.0,2026-07-07,501470.65,101085.65000000002,25.24711215455125,Profit
204,156,Gold,459070.0,2025-12-14,633068.2,173998.19999999995,37.90232426427341,Profit
205,236,Cryptocurrency,308611.0,2026-03-06,400670.44,92059.44,29.83025232412325,Profit
206,5,Stocks,76742.0,2025-01-18,122591.58,45849.58,59.74509395116103,Profit
207,200,Mutual Funds,79024.0,2026-07-16,66816.66,-12207.339999999997,-15.447636161166223,Loss
208,46,Cryptocurrency,488268.0,2024-08-25,416294.54,-71973.46000000002,-14.740564607961208,Loss
209,202,Cryptocurrency,54450.0,2025-06-10,77139.93,22689.929999999993,41.67112947658401,Profit
210,191,Fixed Deposits,385732.0,2026-05-31,442649.09,56917.090000000026,14.755604927773694,Profit
211,356,Cryptocurrency,113348.0,2025-08-03,180052.41,66704.41,58.84921657197304,Profit
212,304,Cryptocurrency,14435.0,2026-01-09,19271.09,4836.09,33.50252857637686,Profit
213,17,Cryptocurrency,258384.0,2025-05-19,332135.14,73751.14000000001,28.54323023097406,Profit
214,255,Cryptocurrency,22338.0,2024-09-01,34602.98,12264.980000000003,54.906347927298796,Profit
215,95,Cryptocurrency,94748.0,2026-07-11,144273.53,49525.53,52.2707919956094,Profit
216,41,Fixed Deposits,466564.0,2025-03-23,638117.38,171553.38,36.76952786755944,Profit
217,425,Fixed Deposits,485243.0,2026-05-16,604071.66,118828.66000000003,24.488485150738914,Profit
218,250,Stocks,141076.0,2025-02-03,198640.82,57564.82000000001,40.804119765232926,Profit
219,464,Fixed Deposits,214692.0,2025-06-02,193359.49,-21332.51000000001,-9.936332047770764,Loss
220,490,Mutual Funds,263743.0,2025-12-22,403727.24,139984.24,53.076002017115144,Profit
221,221,Mutual Funds,422166.0,2024-08-06,405981.61,-16184.390000000014,-3.8336554814930652,Loss
222,13,Stocks,204031.0,2024-12-25,210390.08,6359.079999999987,3.116722458842032,Profit
223,307,Fixed Deposits,315298.0,2025-07-16,404751.83,89453.83000000002,28.37120121282089,Profit
224,95,Fixed Deposits,64330.0,2026-03-18,81871.06,17541.059999999998,27.267309187004507,Profit
225,244,Stocks,280487.0,2025-03-03,228994.83,-51492.17000000001,-18.35813067985326,Loss
226,171,Cryptocurrency,90205.0,2025-12-31,85907.66,-4297.3399999999965,-4.763970955046834,Loss
227,319,Cryptocurrency,88240.0,2025-04-18,133214.5,44974.5,50.96838168631006,Profit
228,118,Cryptocurrency,157418.0,2025-12-31,241308.3,83890.29999999999,53.29142791802715,Profit
229,136,Stocks,67613.0,2024-10-22,88927.68,21314.679999999993,31.524529306494305,Profit
230,474,Stocks,371046.0,2025-09-09,327047.26,-43998.73999999999,-11.858028384620772,Loss
231,251,Gold,422837.0,2025-11-30,458979.12,36142.119999999995,8.547530135726058,Profit
232,113,Cryptocurrency,343680.0,2025-11-02,362229.32,18549.320000000007,5.397264897579145,Profit
233,292,Fixed Deposits,132168.0,2025-05-05,161665.34,29497.339999999997,22.31806488711337,Profit
234,458,Fixed Deposits,450632.0,2025-12-01,630575.83,179943.82999999996,39.93143629391609,Profit
235,378,Stocks,184553.0,2025-05-26,214290.35,29737.350000000006,16.113176160777666,Profit
236,385,Gold,56627.0,2024-10-24,65114.11,8487.11,14.987744362230032,Profit
237,35,Fixed Deposits,457107.0,2025-01-14,648466.44,191359.43999999994,41.86316114170204,Profit
238,52,Stocks,394431.0,2025-12-29,391067.92,-3363.0800000000163,-0.8526408928304358,Loss
239,320,Mutual Funds,77580.0,2025-12-19,101014.36,23434.36,30.206702758442898,Profit
240,166,Cryptocurrency,423946.0,2024-11-09,603016.63,179070.63,42.23901864860147,Profit
241,8,Cryptocurrency,260407.0,2026-03-22,267668.82,7261.820000000007,2.788642394405683,Profit
242,362,Cryptocurrency,412995.0,2026-07-13,403671.69,-9323.309999999998,-2.257487378781825,Loss
243,311,Cryptocurrency,82928.0,2025-12-17,66910.62,-16017.380000000005,-19.314803202778318,Loss
244,128,Cryptocurrency,16126.0,2024-07-23,22547.62,6421.619999999999,39.82153044772417,Profit
245,63,Fixed Deposits,439043.0,2025-07-04,527908.58,88865.57999999996,20.24074635058524,Profit
246,224,Fixed Deposits,366668.0,2025-12-25,475958.73,109290.72999999998,29.806454340166034,Profit
247,352,Mutual Funds,388006.0,2024-10-30,381954.9,-6051.099999999977,-1.5595377391071212,Loss
248,399,Fixed Deposits,242959.0,2025-11-30,341176.4,98217.40000000002,40.42550389160312,Profit
249,72,Stocks,347849.0,2025-07-17,501657.78,153808.78000000003,44.21711144778339,Profit
250,243,Fixed Deposits,330258.0,2025-08-23,495611.11,165353.11,50.067859067759144,Profit
251,432,Stocks,300025.0,2026-04-01,432768.98,132743.97999999998,44.244306307807676,Profit
252,151,Cryptocurrency,471430.0,2026-01-09,660333.2,188903.19999999995,40.07025433256262,Profit
253,179,Cryptocurrency,479753.0,2025-06-21,616032.83,136279.82999999996,28.4062486321086,Profit
254,299,Fixed Deposits,11842.0,2026-04-28,14899.4,3057.3999999999996,25.818273940212798,Profit
255,203,Fixed Deposits,326674.0,2025-05-04,505540.06,178866.06,54.75368716212493,Profit
256,195,Fixed Deposits,310325.0,2026-05-20,463385.47,153060.46999999997,49.322635946185436,Profit
257,299,Cryptocurrency,454957.0,2024-10-14,544657.85,89700.84999999998,19.71633582953993,Profit
258,316,Mutual Funds,401224.0,2024-12-26,451110.13,49886.130000000005,12.433486032739816,Profit
259,425,Stocks,382519.0,2025-04-16,539233.06,156714.06000000006,40.9689610189298,Profit
260,306,Fixed Deposits,370214.0,2024-12-20,344901.8,-25312.20000000001,-6.837180657673674,Loss
261,415,Stocks,417099.0,2026-05-07,555926.43,138827.43000000005,33.2840476721354,Profit
262,483,Stocks,270690.0,2025-10-26,256435.54,-14254.459999999992,-5.265972145258411,Loss
263,397,Stocks,270621.0,2024-10-21,232883.05,-37737.95000000001,-13.944945144685747,Loss
264,200,Fixed Deposits,96049.0,2025-10-07,125254.68,29205.679999999993,30.407063061562322,Profit
265,108,Mutual Funds,349257.0,2025-04-01,522450.4,173193.40000000002,49.58909914475587,Profit
266,163,Fixed Deposits,78457.0,2026-06-05,74712.12,-3744.8800000000047,-4.773162369195871,Loss
267,179,Fixed Deposits,213188.0,2025-06-28,175363.55,-37824.45000000001,-17.742297877929346,Loss
268,457,Stocks,216431.0,2026-06-24,280325.94,63894.94,29.522083250550985,Profit
269,442,Stocks,177357.0,2026-04-13,173654.37,-3702.6300000000047,-2.087670630423386,Loss
270,470,Fixed Deposits,290978.0,2025-11-30,403656.98,112678.97999999998,38.724226573830315,Profit
271,459,Mutual Funds,120834.0,2025-04-11,121633.84,799.8399999999965,0.6619328996805506,Profit
272,141,Fixed Deposits,107160.0,2024-07-17,97799.31,-9360.690000000002,-8.735246360582309,Loss
273,176,Stocks,378781.0,2026-06-07,523347.58,144566.58000000002,38.166270219467194,Profit
274,248,Mutual Funds,82890.0,2025-03-03,70343.94,-12546.059999999998,-15.13579442634817,Loss
275,313,Cryptocurrency,184305.0,2025-10-24,169027.85,-15277.149999999994,-8.289058896937139,Loss
276,304,Gold,475124.0,2024-08-17,708672.55,233548.55000000005,49.15528367331476,Profit
277,123,Cryptocurrency,113421.0,2025-12-01,163372.74,49951.73999999999,44.04099769883883,Profit
278,421,Mutual Funds,27201.0,2024-11-01,41652.17,14451.169999999998,53.12734825925517,Profit
279,65,Fixed Deposits,484333.0,2024-11-20,500673.34,16340.340000000026,3.373782087943631,Profit
280,71,Mutual Funds,222083.0,2025-10-23,250418.73,28335.73000000001,12.759072058644746,Profit
281,353,Fixed Deposits,115623.0,2025-06-30,131690.13,16067.130000000005,13.89613658182196,Profit
282,57,Gold,46715.0,2024-11-01,56227.82,9512.82,20.363523493524564,Profit
283,416,Stocks,197403.0,2025-11-10,169739.26,-27663.73999999999,-14.013839708616379,Loss
284,283,Stocks,164222.0,2025-04-03,186149.8,21927.79999999999,13.352534983132584,Profit
285,10,Fixed Deposits,160576.0,2025-08-29,198960.6,38384.600000000006,23.904319449980076,Profit
286,469,Cryptocurrency,497760.0,2025-03-24,548107.13,50347.130000000005,10.114740035358407,Profit
287,17,Cryptocurrency,87681.0,2025-04-22,134292.67,46611.67000000001,53.16051368027283,Profit
288,428,Gold,91167.0,2025-09-02,117307.29,26140.289999999994,28.67297377340484,Profit
289,31,Cryptocurrency,51543.0,2025-01-03,53642.74,2099.739999999998,4.073763653648406,Profit
