goal_id,user_id,goal_name,target_amount,current_amount,deadline,completion_percentage,remaining_amount,goal_status
23,302,Vacation,947219.0,789798.0,2028-08-02,83.38071765874628,157421.0,Almost Complete
24,340,Vacation,806450.0,27056.0,2028-06-27,3.35495070990142,779394.0,Started
25,392,Car Purchase,409533.0,257657.0,2027-10-15,62.91483226015975,151876.0,Half Completed
26,192,Vacation,157673.0,13985.0,2028-08-08,8.869622573300438,143688.0,Started
27,373,Vacation,356529.0,128715.0,2027-09-30,36.10225255168584,227814.0,Started
28,424,Vacation,885842.0,716283.0,2029-06-01,80.85900194391324,169559.0,Almost Complete
29,247,House Down Payment,592142.0,285825.0,2028-09-16,48.26967180169621,306317.0,Started
30,385,Emergency Fund,294128.0,263685.0,2028-10-24,89.64974432899962,30443.0,Almost Complete
31,54,Vacation,584035.0,106093.0,2028-03-16,18.165520902000736,477942.0,Started
32,489,Emergency Fund,960036.0,464257.0,2029-04-29,48.35829073076427,495779.0,Started
33,288,House Down Payment,286898.0,102761.0,2026-07-25,35.81795620743261,184137.0,Started
34,131,Car Purchase,115833.0,67881.0,2029-07-02,58.602470798477114,47952.0,Half Completed
35,122,Vacation,166576.0,102753.0,2026-11-07,61.685356834117755,63823.0,Half Completed
36,238,Emergency Fund,907157.0,651003.0,2027-03-31,71.76299141162997,256154.0,Half Completed
37,299,House Down Payment,636809.0,404251.0,2028-10-11,63.4807297007423,232558.0,Half Completed
38,496,Car Purchase,762172.0,540219.0,2027-10-14,70.87888298179413,221953.0,Half Completed
39,97,House Down Payment,771861.0,213037.0,2027-01-09,27.600435829767278,558824.0,Started
40,152,Emergency Fund,986124.0,505281.0,2026-09-05,51.23909366367718,480843.0,Half Completed
41,337,House Down Payment,913909.0,62442.0,2026-11-04,6.832408915986164,851467.0,Started
42,385,Car Purchase,486876.0,426961.0,2027-05-06,87.6939918993748,59915.0,Almost Complete
43,41,Car Purchase,76974.0,27597.0,2029-02-07,35.85236573388417,49377.0,Started
44,219,Vacation,545659.0,28869.0,2026-11-21,5.290666881697177,516790.0,Started
45,46,Car Purchase,567942.0,317324.0,2028-12-07,55.87260670984009,250618.0,Half Completed
46,394,House Down Payment,499024.0,331314.0,2029-01-08,66.39239796081952,167710.0,Half Completed
47,263,Car Purchase,682507.0,658243.0,2028-09-08,96.44487162769026,24264.0,Almost Complete
48,261,Emergency Fund,508628.0,46574.0,2027-06-04,9.156790424435933,462054.0,Started
49,83,Vacation,567077.0,16628.0,2027-10-28,2.9322296619330355,550449.0,Started
50,409,Car Purchase,473662.0,317135.0,2027-03-01,66.95386161440014,156527.0,Half Completed
51,368,Vacation,369950.0,101726.0,2027-04-14,27.497229355318286,268224.0,Started
52,184,Vacation,635414.0,266027.0,2027-06-17,41.866719965251,369387.0,Started
53,161,Emergency Fund,187042.0,63796.0,2029-05-04,34.10784743533538,123246.0,Started
54,300,Vacation,795079.0,330844.0,2027-09-18,41.61146250875699,464235.0,Started
55,365,Vacation,764128.0,118286.0,2028-07-28,15.479867247372168,645842.0,Started
56,178,Car Purchase,898985.0,330393.0,2026-09-14,36.75178117543674,568592.0,Started
57,164,Vacation,616520.0,144576.0,2028-12-03,23.450334133523647,471944.0,Started
58,195,Vacation,143791.0,98288.0,2028-05-28,68.35476490183669,45503.0,Half Completed
59,466,Car Purchase,708248.0,530041.0,2028-03-19,74.83833346511392,178207.0,Half Completed
60,306,Car Purchase,805208.0,533995.0,2028-04-04,66.3176471172666,271213.0,Half Completed
61,91,House Down Payment,716304.0,375073.0,2026-09-19,52.36226518349751,341231.0,Half Completed
62,256,Car Purchase,844566.0,401552.0,2029-04-20,47.545366495928086,443014.0,Started
63,84,Vacation,114025.0,83074.0,2028-05-22,72.85595264196448,30951.0,Half Completed
64,208,Vacation,931844.0,680856.0,2026-12-10,73.06544872317684,250988.0,Half Completed
65,426,House Down Payment,225481.0,38233.0,2027-05-02,16.956195865727043,187248.0,Started
66,23,Car Purchase,513443.0,444503.0,2028-08-31,86.5729983659335,68940.0,Almost Complete
67,315,House Down Payment,142165.0,33692.0,2027-11-04,23.69922273414694,108473.0,Started
68,222,Emergency Fund,130556.0,115534.0,2029-07-03,88.49382640399523,15022.0,Almost Complete
69,446,Car Purchase,705176.0,700466.0,2028-07-18,99.33208163635744,4710.0,Almost Complete
70,244,Emergency Fund,333603.0,73650.0,2027-01-23,22.0771395940684,259953.0,Started
71,328,House Down Payment,784576.0,260114.0,2026-07-29,33.153448486826,524462.0,Started
72,493,Vacation,610398.0,568220.0,2026-09-25,93.0900822086573,42178.0,Almost Complete
73,356,Emergency Fund,149877.0,96756.0,2026-10-27,64.55693668808424,53121.0,Half Completed
74,382,House Down Payment,908576.0,784039.0,2029-04-04,86.29316644947698,124537.0,Almost Complete
75,299,Car Purchase,835406.0,179546.0,2028-04-04,21.492064936090955,655860.0,Started
76,333,Emergency Fund,100837.0,30298.0,2028-10-14,30.046510705395836,70539.0,Started
77,179,Car Purchase,732949.0,636838.0,2027-09-28,86.88708218443576,96111.0,Almost Complete
78,399,Emergency Fund,633242.0,53494.0,2028-01-21,8.44763929113988,579748.0,Started
79,186,House Down Payment,763851.0,300397.0,2028-08-31,39.326648783597854,463454.0,Started
80,129,Emergency Fund,457346.0,415047.0,2027-02-17,90.75120368386298,42299.0,Almost Complete
81,487,House Down Payment,933182.0,176028.0,2029-06-11,18.863201390511176,757154.0,Started
82,348,House Down Payment,432804.0,24278.0,2026-11-13,5.609467564994778,408526.0,Started
83,380,Car Purchase,627396.0,489640.0,2028-02-16,78.04321353658614,137756.0,Almost Complete
84,266,House Down Payment,917506.0,182708.0,2027-01-04,19.913548249275753,734798.0,Started
85,332,Car Purchase,224670.0,39406.0,2029-02-28,17.539502381270307,185264.0,Started
86,429,Emergency Fund,405162.0,332354.0,2026-10-28,82.02990408774762,72808.0,Almost Complete
87,334,Vacation,396283.0,80348.0,2027-02-16,20.275409240366102,315935.0,Started
88,394,Car Purchase,98052.0,11833.0,2028-01-21,12.068086321543671,86219.0,Started
89,109,House Down Payment,398238.0,49638.0,2027-01-01,12.464405707139951,348600.0,Started
90,204,House Down Payment,602358.0,442225.0,2029-02-11,73.41564318893415,160133.0,Half Completed
91,419,Emergency Fund,557571.0,346404.0,2028-01-23,62.127334456060304,211167.0,Half Completed
92,347,House Down Payment,244123.0,146671.0,2026-11-28,60.08077895159407,97452.0,Half Completed
93,234,House Down Payment,909323.0,744739.0,2029-06-28,81.9003808327734,164584.0,Almost Complete
94,447,Vacation,916799.0,46576.0,2029-03-25,5.080284773434526,870223.0,Started
95,396,Car Purchase,226971.0,106896.0,2027-09-02,47.096765666098314,120075.0,Started
96,31,Car Purchase,741325.0,193509.0,2027-09-07,26.103126159241896,547816.0,Started
97,369,Car Purchase,485505.0,256764.0,2026-12-13,52.88596409923688,228741.0,Half Completed
98,92,House Down Payment,619757.0,552819.0,2026-09-03,89.19931521547961,66938.0,Almost Complete
99,233,Vacation,530735.0,17924.0,2027-08-03,3.3772033123875382,512811.0,Started
100,453,Car Purchase,584154.0,433594.0,2028-09-04,74.22597465736774,150560.0,Half Completed
101,180,House Down Payment,99162.0,40091.0,2027-09-07,40.42980173856921,59071.0,Started
102,180,House Down Payment,678793.0,94518.0,2026-08-23,13.924421730925335,584275.0,Started
103,423,Vacation,735050.0,519325.0,2028-02-12,70.65165634990817,215725.0,Half Completed
104,5,Emergency Fund,229782.0,122368.0,2029-07-04,53.25395374746499,107414.0,Half Completed
105,189,Car Purchase,803250.0,347067.0,2027-08-19,43.207843137254905,456183.0,Started
106,125,Car Purchase,608219.0,332309.0,2026-09-11,54.63640563678543,275910.0,Half Completed
107,184,Car Purchase,849872.0,815072.0,2027-02-25,95.90526573413408,34800.0,Almost Complete
108,395,Emergency Fund,640195.0,261864.0,2027-03-01,40.90378712735963,378331.0,Started
109,40,Emergency Fund,575857.0,456943.0,2027-02-05,79.350081704312,118914.0,Almost Complete
110,378,Car Purchase,637411.0,278234.0,2029-03-17,43.65064299172747,359177.0,Started
111,121,Car Purchase,318312.0,254987.0,2027-11-04,80.10599663223505,63325.0,Almost Complete
112,45,House Down Payment,390241.0,330309.0,2026-11-06,84.6423107771864,59932.0,Almost Complete
113,403,House Down Payment,706481.0,635271.0,2026-07-28,89.92046495234834,71210.0,Almost Complete
114,135,Vacation,568531.0,401260.0,2027-03-30,70.57838534750084,167271.0,Half Completed
115,190,House Down Payment,622919.0,224350.0,2028-08-19,36.01591860257915,398569.0,Started
116,50,House Down Payment,582275.0,231040.0,2027-11-07,39.678845906144005,351235.0,Started
117,277,Vacation,630040.0,318213.0,2028-09-11,50.506793219478126,311827.0,Half Completed
118,74,House Down Payment,753329.0,334252.0,2026-08-02,44.36998973887903,419077.0,Started
119,482,House Down Payment,773033.0,62875.0,2028-04-20,8.133546692055837,710158.0,Started
120,233,Vacation,653773.0,511607.0,2028-11-15,78.25453177173117,142166.0,Almost Complete
121,28,House Down Payment,665077.0,574576.0,2029-03-04,86.39240268420048,90501.0,Almost Complete
122,489,Vacation,424763.0,29262.0,2027-06-21,6.8890181112761715,395501.0,Started
123,18,Emergency Fund,776852.0,111543.0,2028-04-27,14.35833337624155,665309.0,Started
124,3,Car Purchase,634003.0,550676.0,2028-02-08,86.85700225393255,83327.0,Almost Complete
125,103,Car Purchase,131112.0,62112.0,2027-02-26,47.37323814753798,69000.0,Started
126,18,Vacation,920183.0,37289.0,2027-10-09,4.0523461094151925,882894.0,Started
127,79,Vacation,475821.0,296532.0,2028-04-23,62.32007414552952,179289.0,Half Completed
128,41,House Down Payment,56240.0,51293.0,2029-01-16,91.20376955903272,4947.0,Almost Complete
129,267,Car Purchase,808616.0,376336.0,2027-03-27,46.54075605726328,432280.0,Started
130,413,Car Purchase,722684.0,233539.0,2027-09-27,32.31550719263191,489145.0,Started
131,345,Car Purchase,129991.0,123853.0,2026-09-18,95.27813464009047,6138.0,Almost Complete
132,257,House Down Payment,553483.0,273585.0,2029-06-07,49.42970244795233,279898.0,Started
133,93,Emergency Fund,727638.0,132355.0,2026-07-25,18.189676734859916,595283.0,Started
134,346,Car Purchase,222029.0,12230.0,2026-10-30,5.508289457683456,209799.0,Started
135,381,House Down Payment,886986.0,284747.0,2026-08-09,32.102761486652554,602239.0,Started
136,6,Vacation,748542.0,200765.0,2026-10-05,26.82080631414136,547777.0,Started
137,298,Car Purchase,151078.0,145082.0,2029-04-09,96.03118918704246,5996.0,Almost Complete
138,231,Emergency Fund,305557.0,226622.0,2026-10-15,74.1668493930756,78935.0,Half Completed
139,70,Vacation,473960.0,444105.0,2027-12-27,93.70094522744536,29855.0,Almost Complete
140,424,Emergency Fund,485254.0,345469.0,2028-07-04,71.19343683926355,139785.0,Half Completed
141,35,Vacation,550894.0,217729.0,2028-12-30,39.52284831564693,333165.0,Started
142,460,Vacation,162103.0,120570.0,2027-10-14,74.37863580562976,41533.0,Half Completed
143,38,Emergency Fund,273795.0,141245.0,2027-10-10,51.58786683467558,132550.0,Half Completed
144,411,Vacation,884914.0,188849.0,2029-01-06,21.340943865731585,696065.0,Started
145,6,Vacation,762924.0,91639.0,2027-09-29,12.011550298588064,671285.0,Started
146,424,Car Purchase,654897.0,486166.0,2027-12-06,74.23549046643976,168731.0,Half Completed
147,71,House Down Payment,106866.0,37568.0,2026-09-30,35.15430539179907,69298.0,Started
148,463,Emergency Fund,79684.0,60067.0,2028-09-01,75.38150695246223,19617.0,Almost Complete
149,331,House Down Payment,961952.0,168610.0,2026-08-22,17.527901600079836,793342.0,Started
150,303,Car Purchase,413179.0,334711.0,2029-06-16,81.00871535097379,78468.0,Almost Complete
151,323,House Down Payment,86478.0,21228.0,2027-03-13,24.547283702213278,65250.0,Started
152,264,House Down Payment,230531.0,174638.0,2028-02-09,75.75467073842563,55893.0,Almost Complete
153,87,Emergency Fund,662684.0,495365.0,2028-10-15,74.75131435193848,167319.0,Half Completed
154,253,Car Purchase,533760.0,428438.0,2027-10-07,80.26791067146283,105322.0,Almost Complete
155,70,Car Purchase,329275.0,52881.0,2028-05-15,16.05982841090274,276394.0,Started
156,201,Vacation,692589.0,558095.0,2027-03-23,80.58097948422514,134494.0,Almost Complete
157,279,Vacation,643669.0,266496.0,2028-02-15,41.40264639123525,377173.0,Started
158,370,Car Purchase,706699.0,60645.0,2028-06-19,8.581446980963607,646054.0,Started
159,181,Vacation,828464.0,329895.0,2027-11-29,39.82007667200989,498569.0,Started
160,417,Emergency Fund,788024.0,217593.0,2029-04-07,27.61248388373958,570431.0,Started
161,329,Car Purchase,558216.0,115546.0,2027-01-14,20.69915588231079,442670.0,Started
162,325,Car Purchase,611888.0,255203.0,2026-09-18,41.7074693407944,356685.0,Started
163,398,Vacation,805858.0,166302.0,2027-08-12,20.63663821665852,639556.0,Started
164,222,Vacation,592287.0,361252.0,2028-08-02,60.9927281875172,231035.0,Half Completed
165,265,House Down Payment,754118.0,209933.0,2028-06-24,27.838216300366785,544185.0,Started
166,405,Car Purchase,817674.0,787453.0,2028-06-04,96.30402825575963,30221.0,Almost Complete
167,245,Vacation,105284.0,99773.0,2028-05-08,94.76558641389005,5511.0,Almost Complete
168,30,Vacation,106523.0,42031.0,2029-05-05,39.45720642490354,64492.0,Started
169,243,House Down Payment,958225.0,851769.0,2027-12-08,88.89029194604608,106456.0,Almost Complete
170,162,Vacation,150252.0,37501.0,2028-09-09,24.958735990203127,112751.0,Started
171,40,Car Purchase,116785.0,113318.0,2027-11-11,97.03129682750354,3467.0,Almost Complete
172,64,Emergency Fund,694689.0,514758.0,2029-04-22,74.0990572759897,179931.0,Half Completed
173,46,House Down Payment,195842.0,124314.0,2029-03-16,63.476680180962205,71528.0,Half Completed
174,472,Vacation,993712.0,352661.0,2028-05-18,35.48925644452316,641051.0,Started
175,2,Car Purchase,513626.0,152856.0,2029-02-20,29.760175692040512,360770.0,Started
176,233,Emergency Fund,50797.0,28583.0,2027-04-25,56.2690710081304,22214.0,Half Completed
177,133,Emergency Fund,483057.0,92869.0,2029-03-27,19.2252674115063,390188.0,Started
178,66,Emergency Fund,905099.0,64948.0,2026-12-16,7.175789609755396,840151.0,Started
179,31,Car Purchase,469627.0,81732.0,2026-10-30,17.403599026461425,387895.0,Started
180,252,Emergency Fund,616405.0,105466.0,2027-09-25,17.109854722138852,510939.0,Started
181,48,Emergency Fund,178416.0,100088.0,2029-04-23,56.09810779302305,78328.0,Half Completed
182,417,Emergency Fund,290636.0,217700.0,2027-08-04,74.90469177940791,72936.0,Half Completed
183,430,Vacation,713625.0,45082.0,2028-02-06,6.31732352425994,668543.0,Started
184,65,House Down Payment,552719.0,12318.0,2027-09-19,2.2286188822891924,540401.0,Started
185,234,Car Purchase,715498.0,527705.0,2027-08-01,73.75352551649341,187793.0,Half Completed
186,17,Car Purchase,175142.0,21485.0,2028-10-28,12.26718890957052,153657.0,Started
187,90,Car Purchase,466106.0,184789.0,2028-12-17,39.64527382183452,281317.0,Started
188,35,Emergency Fund,804714.0,284028.0,2028-02-27,35.295521141672694,520686.0,Started
189,19,Vacation,863209.0,670578.0,2027-07-30,77.6843151542674,192631.0,Almost Complete
190,127,Vacation,801642.0,464311.0,2028-06-09,57.91999421188012,337331.0,Half Completed
191,72,Emergency Fund,822132.0,136078.0,2028-11-13,16.551843256314072,686054.0,Started
192,57,Car Purchase,875093.0,555702.0,2027-10-26,63.502050639189214,319391.0,Half Completed
193,34,Car Purchase,530701.0,24470.0,2028-01-15,4.610882587370289,506231.0,Started
194,159,Emergency Fund,551523.0,144416.0,2027-06-01,26.18494604939413,407107.0,Started
195,151,Vacation,833137.0,66271.0,2029-03-25,7.954394055239414,766866.0,Started
196,384,Vacation,681426.0,540324.0,2029-01-23,79.2931294080355,141102.0,Almost Complete
197,341,Emergency Fund,342068.0,257724.0,2028-10-13,75.34291427435481,84344.0,Almost Complete
198,84,House Down Payment,454593.0,169371.0,2028-12-01,37.2577228421907,285222.0,Started
199,158,House Down Payment,91037.0,24921.0,2027-03-14,27.374583960367758,66116.0,Started
200,255,House Down Payment,442796.0,156342.0,2027-07-19,35.30790702716375,286454.0,Started
201,103,Vacation,581980.0,470162.0,2028-10-22,80.78662496993024,111818.0,Almost Complete
202,480,Emergency Fund,972960.0,219769.0,2028-03-16,22.587670613385956,753191.0,Started
203,130,Car Purchase,621486.0,254506.0,2028-03-20,40.951204049648744,366980.0,Started
204,263,House Down Payment,612217.0,225463.0,2026-08-20,36.82730143070186,386754.0,Started
205,66,Car Purchase,830619.0,740334.0,2029-01-30,89.13039552430175,90285.0,Almost Complete
206,341,Vacation,945214.0,175392.0,2027-09-15,18.55579794628518,769822.0,Started
207,451,Vacation,214338.0,24987.0,2029-05-11,11.65775550765613,189351.0,Started
208,170,Vacation,486366.0,159543.0,2029-06-20,32.803074228050484,326823.0,Started
209,5,House Down Payment,259657.0,118989.0,2029-05-13,45.8254543493917,140668.0,Started
210,171,Car Purchase,871676.0,332303.0,2029-05-10,38.12230691220132,539373.0,Started
211,331,Vacation,512237.0,130156.0,2029-01-21,25.40933200842579,382081.0,Started
212,225,House Down Payment,670848.0,75156.0,2027-07-27,11.203133943903836,595692.0,Started
213,313,House Down Payment,711731.0,152477.0,2027-08-11,21.42340294296581,559254.0,Started
214,312,Car Purchase,51971.0,26723.0,2028-07-26,51.419060629966715,25248.0,Half Completed
215,488,Vacation,473262.0,239109.0,2029-05-07,50.523600035498305,234153.0,Half Completed
216,136,House Down Payment,865702.0,666526.0,2027-02-16,76.99254477868827,199176.0,Almost Complete
217,342,Vacation,909761.0,886324.0,2027-08-04,97.42382889572096,23437.0,Almost Complete
218,278,Car Purchase,599373.0,582562.0,2027-04-05,97.19523568796059,16811.0,Almost Complete
219,308,Vacation,639960.0,237504.0,2028-08-21,37.11231951997,402456.0,Started
220,85,House Down Payment,630571.0,114476.0,2026-09-11,18.15433947961451,516095.0,Started
221,33,Vacation,764236.0,533751.0,2028-09-26,69.84112237581061,230485.0,Half Completed
222,214,Emergency Fund,160008.0,145969.0,2027-05-08,91.22606369681516,14039.0,Almost Complete
223,196,Car Purchase,320435.0,24712.0,2027-11-29,7.712016477600761,295723.0,Started
224,285,House Down Payment,604817.0,486363.0,2028-06-19,80.41490235889533,118454.0,Almost Complete
225,97,Vacation,716732.0,612180.0,2028-07-18,85.41267865813164,104552.0,Almost Complete
226,340,House Down Payment,419683.0,293679.0,2027-11-21,69.97638693966637,126004.0,Half Completed
227,499,Emergency Fund,714314.0,518421.0,2028-12-30,72.57606598778689,195893.0,Half Completed
228,405,Vacation,137152.0,23754.0,2028-04-04,17.31947036864209,113398.0,Started
229,242,House Down Payment,210483.0,66960.0,2027-06-14,31.81254543122247,143523.0,Started
230,19,Vacation,727125.0,45501.0,2029-05-18,6.2576585869004635,681624.0,Started
231,299,Car Purchase,794015.0,596231.0,2027-05-27,75.0906469021366,197784.0,Almost Complete
232,396,Emergency Fund,712603.0,318037.0,2028-02-13,44.63032010811069,394566.0,Started
233,16,House Down Payment,753218.0,569521.0,2027-06-01,75.61170869522502,183697.0,Almost Complete
234,285,Emergency Fund,878064.0,499199.0,2026-12-14,56.852234005721684,378865.0,Half Completed
235,390,Vacation,710923.0,43678.0,2028-07-23,6.1438439887301435,667245.0,Started
236,246,House Down Payment,914515.0,813107.0,2027-03-23,88.91128084285113,101408.0,Almost Complete
237,402,Car Purchase,847259.0,614491.0,2026-11-14,72.52693686346205,232768.0,Half Completed
238,98,Emergency Fund,336784.0,129819.0,2029-01-20,38.546664924699506,206965.0,Started
239,238,Vacation,97726.0,48065.0,2028-08-14,49.18343122608108,49661.0,Started
240,154,Vacation,590710.0,295526.0,2028-10-20,50.02894821486008,295184.0,Half Completed
241,384,Vacation,866335.0,214126.0,2027-03-29,24.716304893603514,652209.0,Started
242,433,Emergency Fund,119008.0,53966.0,2029-01-17,45.346531325625165,65042.0,Started
243,429,Car Purchase,512142.0,135215.0,2026-10-16,26.401857297390173,376927.0,Started
244,188,Emergency Fund,214800.0,39408.0,2029-05-23,18.3463687150838,175392.0,Started
245,103,House Down Payment,427998.0,260224.0,2026-10-15,60.80028411347717,167774.0,Half Completed
246,64,House Down Payment,529248.0,306266.0,2027-06-19,57.86814499062821,222982.0,Half Completed
247,348,Vacation,776088.0,301826.0,2028-04-05,38.89069280803208,474262.0,Started
248,146,Vacation,101862.0,60982.0,2027-08-30,59.86727140641259,40880.0,Half Completed
249,89,Emergency Fund,410601.0,111135.0,2026-08-06,27.066422147047863,299466.0,Started
250,116,Car Purchase,279312.0,43128.0,2028-09-09,15.440797387867331,236184.0,Started
251,381,Car Purchase,52436.0,29129.0,2026-10-06,55.55152948356091,23307.0,Half Completed
252,492,House Down Payment,135825.0,54621.0,2028-11-07,40.21424627277747,81204.0,Started
253,243,Vacation,851101.0,31148.0,2029-01-02,3.659730161285206,819953.0,Started
254,84,House Down Payment,67874.0,30621.0,2028-08-01,45.1144768247046,37253.0,Started
255,83,Car Purchase,297575.0,97967.0,2027-07-25,32.92178442409477,199608.0,Started
256,63,Car Purchase,154184.0,31180.0,2027-05-14,20.222591189747316,123004.0,Started
257,401,Car Purchase,931201.0,702123.0,2028-12-30,75.39972573053508,229078.0,Almost Complete
258,474,House Down Payment,242191.0,55523.0,2027-08-17,22.925294498969823,186668.0,Started
259,322,Vacation,517428.0,352109.0,2028-02-02,68.04985427924272,165319.0,Half Completed
260,484,Car Purchase,281732.0,14760.0,2028-09-30,5.239021481407863,266972.0,Started
261,102,Car Purchase,453781.0,164639.0,2028-11-17,36.281598392175965,289142.0,Started
262,127,Car Purchase,476468.0,70571.0,2027-12-23,14.811277987189067,405897.0,Started
263,43,Car Purchase,165542.0,112837.0,2028-10-28,68.16215824382937,52705.0,Half Completed
264,125,Car Purchase,818608.0,82153.0,2029-02-28,10.035694740339698,736455.0,Started
265,258,House Down Payment,568439.0,321005.0,2029-05-25,56.47131882224829,247434.0,Half Completed
266,365,Car Purchase,135474.0,35129.0,2027-10-24,25.930436836588573,100345.0,Started
267,52,Vacation,76607.0,48613.0,2026-08-23,63.457647473468484,27994.0,Half Completed
268,400,Car Purchase,683997.0,126172.0,2027-04-04,18.446279735145037,557825.0,Started
269,162,Car Purchase,227919.0,27448.0,2026-07-28,12.042874880988421,200471.0,Started
270,34,Vacation,490615.0,23323.0,2026-11-05,4.753829377414062,467292.0,Started
271,216,Emergency Fund,271065.0,242363.0,2029-05-31,89.41139579067752,28702.0,Almost Complete
272,5,Car Purchase,850128.0,555916.0,2027-10-10,65.39203508177593,294212.0,Half Completed
273,280,Car Purchase,962360.0,727176.0,2026-10-28,75.5617440458872,235184.0,Almost Complete
274,103,Emergency Fund,761966.0,456625.0,2028-10-03,59.92721460012651,305341.0,Half Completed
275,115,House Down Payment,82440.0,32453.0,2027-09-16,39.365599223677826,49987.0,Started
276,404,Emergency Fund,764164.0,506301.0,2027-09-24,66.25554200407242,257863.0,Half Completed
277,14,House Down Payment,366230.0,81053.0,2028-09-17,22.131720503508724,285177.0,Started
278,75,Vacation,533796.0,111262.0,2029-03-11,20.843543226251228,422534.0,Started
279,138,Vacation,902710.0,395109.0,2027-10-29,43.7692060573163,507601.0,Started
280,215,Vacation,806508.0,742475.0,2026-07-21,92.06046313241778,64033.0,Almost Complete
281,5,Vacation,427512.0,285229.0,2029-04-22,66.71836112202698,142283.0,Half Completed
282,425,Emergency Fund,900107.0,179932.0,2026-12-11,19.990067847489243,720175.0,Started
283,217,Car Purchase,706177.0,106207.0,2028-07-12,15.039713839448185,599970.0,Started
284,348,Emergency Fund,764751.0,703357.0,2028-05-13,91.97202749653155,61394.0,Almost Complete
285,31,Vacation,87062.0,18095.0,2028-05-07,20.784038960740624,68967.0,Started
286,268,House Down Payment,269243.0,107846.0,2028-03-05,40.055266060770386,161397.0,Started
287,43,Vacation,142565.0,66237.0,2028-05-12,46.46091256619788,76328.0,Started
288,105,Vacation,81051.0,48447.0,2029-07-09,59.773475959581,32604.0,Half Completed
289,316,House Down Payment,447980.0,229018.0,2028-09-26,51.1223715344435,218962.0,Half Completed
290,472,House Down Payment,533574.0,377934.0,2027-11-08,70.8306626634731,155640.0,Half Completed
291,42,Emergency Fund,809250.0,204938.0,2028-05-29,25.324436206363917,604312.0,Started
292,250,House Down Payment,769565.0,508395.0,2026-11-16,66.06264578040842,261170.0,Half Completed
293,268,Car Purchase,880360.0,706250.0,2028-04-05,80.22286337407424,174110.0,Almost Complete
294,354,House Down Payment,176524.0,87081.0,2027-09-11,49.330969160000905,89443.0,Started
295,456,Emergency Fund,874406.0,618922.0,2026-09-09,70.78199371916479,255484.0,Half Completed
296,153,House Down Payment,886038.0,547599.0,2028-09-12,61.80310551014742,338439.0,Half Completed
297,493,Car Purchase,790029.0,274979.0,2028-04-08,34.806190658823915,515050.0,Started
298,462,House Down Payment,572723.0,385275.0,2029-05-02,67.27073995631396,187448.0,Half Completed
299,83,House Down Payment,577365.0,551001.0,2028-03-31,95.43373775687823,26364.0,Almost Complete
300,256,Emergency Fund,179981.0,128646.0,2027-04-22,71.4775448519566,51335.0,Half Completed
301,99,Emergency Fund,903454.0,739116.0,2027-01-10,81.81003127995449,164338.0,Almost Complete
302,271,Emergency Fund,248110.0,55698.0,2026-07-30,22.44891378823909,192412.0,Started
303,267,Vacation,174132.0,77295.0,2027-01-29,44.388739576872716,96837.0,Started
304,23,House Down Payment,934368.0,833993.0,2028-04-30,89.25744460426726,100375.0,Almost Complete
305,304,Car Purchase,408433.0,368115.0,2028-06-25,90.12861350576472,40318.0,Almost Complete
306,228,Emergency Fund,472351.0,81495.0,2028-06-15,17.253059695014937,390856.0,Started
307,283,House Down Payment,967105.0,377795.0,2029-03-25,39.06452763660616,589310.0,Started
